shn,Tshiat_Gu,n,Han_Ji,Ji_Gi_Kai_Sik,note1,note2,Tshiat_Gu2,unknown
3712,與職,31,䄩,禾䄩,,,與職,
3712,與職,32,𢓀,行𢓀,,,與職,
3712,與職,33,䘝,衣䘝,,,與職,
3712,與職,34,䣧,酒色,,,與職,
3713,子力,1,即,就也今也舎也半也≆說文作卽[-/即]食也亦姓風俗通有單父令即賣又漢複姓有城陽相齊人即墨成子力切十六,,,子力,
3713,子力,2,卽,上同,,,子力,
3713,子力,3,稷,五穀之揔名一曰黍屬周禮注云社稷土穀之神有德者配食焉共工氏之子曰句龍食於社有厲山氏之子曰柱食於稷湯遷之而祀棄俗作稷亦姓后稷之後,,,子力,
3713,子力,4,㮨,木名似松,,,子力,
3713,子力,5,㹄,牛名,,,子力,
3713,子力,6,蝍,蝍蛆蟲名又子結切[楖/揤],,,子力,
3713,子力,7,楖,,,,子力,
3713,子力,8,畟,又初力切,,,子力,
3713,子力,9,𨂢,𨂢蹙迫急,,,子力,
3713,子力,10,鯽,魚名,,,子力,
3713,子力,11,𤠎,犬生三子,,,子力,
3713,子力,12,堲,風堲又子栗切,,,子力,
3713,子力,13,䐚,膏澤,,,子力,
3713,子力,14,唧,唧聲也,,,子力,
3713,子力,15,𪃹,𪃹鴒亦作䳭,,,子力,
3713,子力,16,揤,捽也,,,子力,
3714,彼側,1,逼,迫也彼側切十,,,彼側,
3714,彼側,2,偪,上同,,,彼側,
3714,彼側,3,皕,二百,,,彼側,
3714,彼側,4,幅,行縢名,,,彼側,
3714,彼側,5,楅,束也又音福,,,彼側,
3714,彼側,6,䮠,駝䮠,,,彼側,
3714,彼側,7,湢,湢㳁水驚起勢也,,,彼側,
3714,彼側,8,䫾,風也,,,彼側,
3714,彼側,9,㘠,姓也又閉也,,,彼側,
3714,彼側,10,皀,皀粒,,,彼側,
3715,雨逼,1,域,居也邦也雨逼切十四,,,雨逼,
3715,雨逼,2,蜮,短狐蟲又音或,,,雨逼,
3715,雨逼,3,罭,魚網,,,雨逼,
3715,雨逼,4,棫,木叢,,,雨逼,
3715,雨逼,5,㚜,字林云大力皃,,,雨逼,
3715,雨逼,6,𪂉,鶝𪂉鳥,,,雨逼,
3715,雨逼,7,𦈸,瓦器,,,雨逼,
3715,雨逼,8,琙,人名漢有公孫琙,,,雨逼,
3715,雨逼,9,𪑝,羔裘之縫又音洫,,,雨逼,
3715,雨逼,10,緎,縫也亦同上,,,雨逼,
3715,雨逼,11,䮙,馬走,,,雨逼,
3715,雨逼,12,魊,小兒〾鬼,,,雨逼,
3715,雨逼,13,淢,溭淢波勢,,,雨逼,
3715,雨逼,14,𦱂,叢也,,,雨逼,
3716,況逼,1,洫,溝洫況逼切十四,,,況逼,
3716,況逼,2,侐,靜也,,,況逼,
3716,況逼,3,䦗,上同,,,況逼,
3716,況逼,4,閾,門限,,,況逼,
3716,況逼,5,𨵨,古文,,,況逼,
3716,況逼,6,𥄎,舉目使人,,,況逼,
3716,況逼,7,㰲,㰲聲吹皃,,,況逼,
3716,況逼,8,𤷇,頭痛,,,況逼,
3716,況逼,9,𪑝,羔裘之縫,,,況逼,
3716,況逼,10,緎,縫也亦同上,,,況逼,
3716,況逼,11,𦑍,羽聲,,,況逼,
3716,況逼,12,𠷾,聲也,,,況逼,
3716,況逼,13,淢,疾流,,,況逼,
3716,況逼,14,𧹭,赭色,,,況逼,
3717,芳逼,1,堛,土[田/凷]芳逼切十三,,,芳逼,
3717,芳逼,2,愊,悃愊至誠,,,芳逼,
3717,芳逼,3,踾,蹋地聲,,,芳逼,
3717,芳逼,4,𤗚,坼也,,,芳逼,
3717,芳逼,5,𩜰,飽皃,,,芳逼,
3717,芳逼,6,揊,擊聲,,,芳逼,
3717,芳逼,7,稫,稫[稜/稄]禾密滿也,,,芳逼,
3717,芳逼,8,副,析也禮云爲天子削𤓰者副之巾以絺,,,芳逼,
3717,芳逼,9,畐,[道/逼]滿也,,,芳逼,
3717,芳逼,10,䦼,地裂也亦作𨺤,,,芳逼,
3717,芳逼,11,𢾇,𢾇敂,,,芳逼,
3717,芳逼,12,㽬,多也密也,,,芳逼,
3717,芳逼,13,疈,周禮曰以疈辜祭四方百物,,,芳逼,
3718,阻力,1,稄,稫稄阻力切十一,𥟔右下从夨,,阻力,
3718,阻力,2,𥟔,一本作此,𥟔右下从夨,,阻力,
3718,阻力,3,𣅔,日𣅳又旁也傾也不正也,𥟔右下从夨,,阻力,
3718,阻力,4,𢯩,打也,𥟔右下从夨,,阻力,
3718,阻力,5,仄,仄陋≆說文云側傾也,𥟔右下从夨,,阻力,
3718,阻力,6,𣅦,日在西方,𥟔右下从夨,,阻力,
3718,阻力,7,㳁,湢㳁水勢,𥟔右下从夨,,阻力,
3718,阻力,8,萴,廣雅云附子一歳曰萴子二歳曰烏喙三歳曰附子四歳曰烏頭五歳曰天雄,𥟔右下从夨,,阻力,
3718,阻力,9,側,傍側,𥟔右下从夨,,阻力,
3718,阻力,10,夨,≆說文云傾頭也,𥟔右下从夨,,阻力,
3718,阻力,11,𠨮,籀文,𥟔右下从夨,,阻力,
3719,符逼,1,愎,很也符逼切八,,,符逼,
3719,符逼,2,腷,腷臆意不泄也,,,符逼,
3719,符逼,3,𤐧,火乾肉也,,,符逼,
3719,符逼,4,𥻅,[𥻅/煏]上同,,,符逼,
3719,符逼,5,𤗚,𤗚版出通俗文,,,符逼,
3719,符逼,6,馥,香又音復,,,符逼,
3719,符逼,7,踾,蹋地聲,,,符逼,
3719,符逼,8,鶝,鶝𪂉鳥,,,符逼,
3720,魚力,1,嶷,岐嶷詩曰克岐克嶷魚力切五,,,魚力,
3720,魚力,2,薿,茂盛,,,魚力,
3720,魚力,3,㘈,≆說文曰小兒有知也引詩云克岐克㘈,,,魚力,
3720,魚力,4,懝,有所識也,,,魚力,
3720,魚力,5,觺,觺岳角皃,,,魚力,
3721,秦力,1,堲,疾也秦力切又將七切又牆資切三,,,秦力,
3721,秦力,2,垐,以土增道,,,秦力,
3721,秦力,3,𢯩,打也又音側,,,秦力,
3722,丁力,1,𡮞,丁力切又丁六切三,,,丁力,
3722,丁力,2,𣮊,毛少𣮊𣮊,,,丁力,
3722,丁力,3,𢕚,𢕚滴水少,,,丁力,
3723,亡逼,1,䁇,細視也亡逼切一,,,亡逼,
3724,昌力,1,瀷,水潦積聚昌力切又音翼二,,,昌力,
3724,昌力,2,𦔫,字統云耕也,,,昌力,
3725,多則,1,德,德行又惠也𦫵也福也亦州名秦爲齊郡地漢爲平原郡武德初爲德州因安德縣以名之多則切九,,,多則,
3725,多則,2,惪,古文,,,多則,
3725,多則,3,㥁,觻㥁縣名在張掖漢書作得,,,多則,
3725,多則,4,䙷,≆說文取也今作㝵同,,,多則,
3725,多則,5,得,得失,,,多則,
3725,多則,6,淂,水皃又丁力切,,,多則,
3725,多則,7,𨁽,行碍碍,,,多則,
3725,多則,8,𣌏,約也,,,多則,
3725,多則,9,𠮊,取也,,,多則,
3726,子德,1,則,法則子德切三,,,子德,
3726,子德,2,𠟻,古文,,,子德,
3726,子德,3,𠟭,籀文,,,子德,
3727,盧則,1,勒,鄴中記曰石虎諱勒呼馬勒爲轡盧則切十二,,,盧則,
3727,盧則,2,肋,脅肋𥼶名曰肋勒也所以檢勒五藏也,,,盧則,
3727,盧則,3,扐,筮者著蓍指閒,,,盧則,
3727,盧則,4,仂,禮祭用數之仂,,,盧則,
3727,盧則,5,艻,蘿功香草,,,盧則,
3727,盧則,6,朸,≆說文曰木之理也平原有朸縣,,,盧則,
3727,盧則,7,𤨕,美石次玉,,,盧則,
3727,盧則,8,玏,上同,,,盧則,
3727,盧則,9,泐,凝合,,,盧則,
3727,盧則,10,㔹,功大≆說文曰材十人也,,,盧則,
3727,盧則,11,阞,地脉理坼,,,盧則,
3727,盧則,12,竻,竹根,,,盧則,
3728,他德,1,忒,差也他德切六,,,他德,
3728,他德,2,㧹,打也,,,他德,
3728,他德,3,慝,惡也,,,他德,
3728,他德,4,貣,從人求物也,,,他德,
3728,他德,5,𥊸,𥊸䁿欲臥也,,,他德,
3728,他德,6,㥂,[㥂㥂快也/驚㥂㥂],,,他德,
3729,苦得,1,刻,刻鏤又剥也苦得切五,,,苦得,
3729,苦得,2,克,能也勝也≆說文作𠅏肩也,,,苦得,
3729,苦得,3,剋,剋己又必也殺也急也,,,苦得,
3729,苦得,4,勀,[目/自]強,,,苦得,
3729,苦得,5,𡞢,罵女老𡞢亦作娔,,,苦得,
3730,徒得,1,特,特牛又獨也亦姓左傳晉大夫特宫徒得切九,,,徒得,
3730,徒得,2,貣,假貣謂從官借本賈也亦從人求物也又音忒,,,徒得,
3730,徒得,3,𧈩,食禾葉蟲,,,徒得,
3730,徒得,4,𧎢,上同,,,徒得,
3730,徒得,5,樴,杙也,,,徒得,
3730,徒得,6,𤙰,鈍也,,,徒得,
3730,徒得,7,棏,木名,,,徒得,
3730,徒得,8,鴏,鴏𪃑又徒戴切,,,徒得,
3730,徒得,9,螣,螣蛇,,,徒得,
3731,呼北,1,黑,北方色呼北切三,,,呼北,
3731,呼北,2,潶,水名在雍州,,,呼北,
3731,呼北,3,㱄,唾聲,,,呼北,
3732,莫北,1,墨,筆墨又姓墨翟是也亦即墨縣名莫北切十二,,,莫北,
3732,莫北,2,默,≆說文曰犬暫逐人也又靜也或作嘿,,,莫北,
3732,莫北,3,冒,干也又莫報切,,,莫北,
3732,莫北,4,䘃,蟙䘃蟲即蝙蝠,,,莫北,
3732,莫北,5,纆,索也,,,莫北,
3732,莫北,6,万,虜複姓北齊特進互俟普俟音其,,,莫北,
3732,莫北,7,𢄏,方言同上,,,莫北,
3732,莫北,8,艒,艒𦩤釣艇,,,莫北,
3732,莫北,9,𡣫,姓也,,,莫北,
3732,莫北,10,䁇,暫視,,,莫北,
3732,莫北,11,䁿,𥊸䁿欲臥也,,,莫北,
3732,莫北,12,𤲰,◫甲代𤲰,,,莫北,
3733,昨則,1,賊,盜也≆說文作[賊則/𧵪敗]也昨則切七,,,昨則,
3733,昨則,2,𧵪,上同,,,昨則,
3733,昨則,3,鱡,烏鱡魚崔豹古今注云一名河伯度事小史,,,昨則,
3733,昨則,4,鰂,上同,,,昨則,
3733,昨則,5,蠈,食禾節蟲亦作賊,,,昨則,
3733,昨則,6,𣿐,博雅云𣿐測也,,,昨則,
3733,昨則,7,𦽒,草名,,,昨則,
3734,蘇則,1,塞,滿也窒也隔也蘇則切又蘇載切五,,,蘇則,
3734,蘇則,2,𡫼,上同見≆說文,,,蘇則,
3734,蘇則,3,寨,安也,,,蘇則,
3734,蘇則,4,㥶,實也書曰剛而㥶,,,蘇則,
3734,蘇則,5,𢥛,上同見≆說文,,,蘇則,
3735,博墨,1,北,南北亦奔也又髙麗姓又漢複姓七氏左傳衞大夫北宫貞子莊子有北門成漢有北唐子眞治京氏易丗本云晉有髙人隱於北唐因以爲氏晏子云齊有北郭先生名騷古有北人無擇清身絜己疾丗之濁自投淸冷之淵姓苑有北郷北野氏博墨切二,,,博墨,
3735,博墨,2,𧉥,蟲似蟹四足,,,博墨,
3736,蒲北,1,菔,蘆菔蒲北切十三,,,蒲北,
3736,蒲北,2,蔔,上同,,,蒲北,
3736,蒲北,3,僰,僰道縣在犍爲又丁壯皃亦醜也亦作𧟵又符逼切,,,蒲北,
3736,蒲北,4,匐,匍匐,,,蒲北,
3736,蒲北,5,𠣵,上同,,,蒲北,
3736,蒲北,6,踣,斃也倒也又作仆,,,蒲北,
3736,蒲北,7,仆,倒也,,,蒲北,
3736,蒲北,8,菩,草名又音蒲,,,蒲北,
3736,蒲北,9,垘,塡塞,,,蒲北,
3736,蒲北,10,䞳,僵也又孚豆切,,,蒲北,
3736,蒲北,11,䵗,[-/治]黍豆潰葉也,,,蒲北,
3736,蒲北,12,𧟱,農夫賤稱,,,蒲北,
3736,蒲北,13,𢫯,擊也,,,蒲北,
3737,胡國,1,或,不定也疑也胡國切五,,,胡國,
3737,胡國,2,惑,迷惑,,,胡國,
3737,胡國,3,蜮,蟲名短狐狀如鼈含砂射人久則爲害生南方≆說文云有三足以氣射害人玄中記云長三四寸蟾蜍鸑鷟鴛鴦悉食之,,,胡國,
3737,胡國,4,䰥,〾鬼䰥旋風,,,胡國,
3737,胡國,5,𡿿,水流皃,,,胡國,
3738,古或,1,國,邦國又姓太公之後左傳齊有國氏代爲上卿古或切一,2->1,,古或,
3739,愛黑,1,餩,噎聲愛黒切二,,,愛黑,
3739,愛黑,2,殕,殪殕,,,愛黑,
3740,胡得,1,劾,推窮罪人也俗作𠜨胡得切一,,,胡得,
3741,奴勒,1,䘅,蟲名似䖟而小靑班色齧人奴勒切三,,,奴勒,
3741,奴勒,2,䎪,穀䎪見齊[人/民]要術,,,奴勒,
3741,奴勒,3,𣉘,字統云埃也又日光也,,,奴勒,
3742,古得,1,裓,釋典有衣裓古得切三,,,古得,
3742,古得,2,𢧧,𢧧䎪草生,,,古得,
3742,古得,3,孂,竦身皃出玉篇,,,古得,
3743,七則,1,墄,階齒七則切一,,,七則,
3744,匹北,1,覆,匹北切三,,,匹北,
3744,匹北,2,𧕡,𧕡蝗蟲名,,,匹北,
3744,匹北,3,𠣾,𠣾匐,,,匹北,
3745,呼或,1,𢃤,巾帛從風聲呼或切二,,,呼或,
3745,呼或,2,𥇙,睡目,,,呼或,
3746,七入,1,緝,績也七入切六,,,七入,
3746,七入,2,葺,修補,,,七入,
3746,七入,3,諿,和也,,,七入,
3746,七入,4,𧚨,襟縁亦作緁,,,七入,
3746,七入,5,𪔪,鼓無聲,,,七入,
3746,七入,6,咠,咠咠𧮂言也≆說文曰聶語也,,,七入,
3747,是執,1,十,數名是執切四,,,是執,
3747,是執,2,什,篇什又什物也,,,是執,
3747,是執,3,拾,收拾又掇也斂也,,,是執,
3747,是執,4,褶,袴褶,,,是執,
3748,之入,1,執,持也操也守也攝也≆說文作？捕辠人也之入切六,,,之入,
3748,之入,2,汁,[汁/瀋]也液也,,,之入,
3748,之入,3,瓡,縣名在北海,,,之入,
3748,之入,4,䥍,廣雅云羊箠也,,,之入,
3748,之入,5,𡠗,字統云至也,,,之入,
3748,之入,6,慹,怖也,,,之入,
3749,似入,1,習,學也因也≆說文作習數飛也又姓出襄陽晉有習鑿齒似入切十三,,,似入,
3749,似入,2,襲,因也及也重也合也入也又掩襲≆說文曰左衽袍也,,,似入,
3749,似入,3,隰,原隰亦州名左傳曰重耳居蒲即隰川縣故蒲城是也漢爲蒲子縣後魏齊周之閒爲沁州隋爲隰州以州前有泉下濕蓋取下濕之義名之又姓齊有大夫隰朋,,,似入,
3749,似入,4,鰼,爾雅云鰼鰌今泥鰌也又山海經云鰼魚狀如鵲而有十翼鱗在翼端聲如鵲,,,似入,
3749,似入,5,騽,馬豪骭又驪馬黃脊,,,似入,
3749,似入,6,飁,颯飁大風,,,似入,
3749,似入,7,槢,堅木名,,,似入,
3749,似入,8,𪄶,鴣𪄶鳥名,,,似入,
3749,似入,9,𦸚,𦸚茵水草出埤蒼,,,似入,
3749,似入,10,𥱵,簷𥱵修舩具也,,,似入,
3749,似入,11,䒁,上同,,,似入,
3749,似入,12,褶,袴褶,,,似入,
3749,似入,13,霫,雴霫大雨,,,似入,
3750,秦入,1,集,聚也會也就也成也安也同也衆也本作雧字林云羣鳥駐木上亦州名漢宕渠縣梁爲東巴州恭帝爲集州以有集水名之又姓風俗通云漢有外黃令集一秦入切九,,,秦入,
3750,秦入,2,輯,和也,,,秦入,
3750,秦入,3,檝,舟檝又音接,,,秦入,
3750,秦入,4,亼,≆說文云三合也从入一象三合之形合僉之類皆从此又子入切,,,秦入,
3750,秦入,5,𠦫,≆說文云詞之集也,,,秦入,
3750,秦入,6,𦺴,菩也,,,秦入,
3750,秦入,7,鏶,鐵鍱,,,秦入,
3750,秦入,8,慹,怖也,,,秦入,
3750,秦入,9,箿,箿覆也又子立切,,,秦入,
3751,人執,1,入,得也内也納也人執切二,,,人執,
3751,人執,2,廿,≆說文云二十并也今作卄直以爲二十字,,,人執,
3752,伊入,1,揖,揖[遜/讓]又進也≆說文云攘也一曰手著胷曰揖伊入切二,,,伊入,
3752,伊入,2,挹,酌也,,,伊入,
3753,失入,1,溼,水霑也失入切三,,,失入,
3753,失入,2,濕,上同見經典又他合切,,,失入,
3753,失入,3,䏉,牛耳動也,,,失入,
3754,子入,1,㗱,㗘㗱噍皃子入切㗘昔博十一,,,子入,
3754,子入,2,潗,泉出,,,子入,
3754,子入,3,䌖,合也又蠻夷貨名,,,子入,
3754,子入,4,湒,雨皃,,,子入,
3754,子入,5,咠,又七入切,,,子入,
3754,子入,6,蓻,草生多皃,,,子入,
3754,子入,7,𧚨,襟縁,,,子入,
3754,子入,8,葺,茨也,,,子入,
3754,子入,9,䁒,眨䁒,,,子入,
3754,子入,10,𥠋,稠𥠋𥠋,,,子入,
3754,子入,11,㠍,負秦山名,,,子入,
3755,其立,1,及,至也逮也連也辝也其立切七,,,其立,
3755,其立,2,𨕤,古文,,,其立,
3755,其立,3,𦶍,冬𤓰,,,其立,
3755,其立,4,苙,白芷又力急切,,,其立,
3755,其立,5,䲯,䲯鳩鳥,,,其立,
3755,其立,6,笈,負書箱又其劫切,,,其立,
3755,其立,7,㧀,戸鍵,,,其立,
3756,直立,1,蟄,蟄蟲又藏也直立切六,,,直立,
3756,直立,2,䐲,肉半生半熟,,,直立,
3756,直立,3,俋,俋俋然耕皃出莊子,,,直立,
3756,直立,4,㙷,下入又直輒切,,,直立,
3756,直立,5,㞏,㞚㞏前後相次也㞚初立切,,,直立,
3756,直立,6,譶,㒊譶言不止也,,,直立,
3757,陟立,1,縶,[繄/繫]馬陟立切四,,,陟立,
3757,陟立,2,𩅀,小濕,,,陟立,
3757,陟立,3,𩢏,馬絆,,,陟立,
3757,陟立,4,𡂣,口𡂣𡂣,,,陟立,
3758,力入,1,立,行立又住也成也又漢複姓魯有賢人立如子力入切九,,,力入,
3758,力入,2,䶘,齧聲,,,力入,
3758,力入,3,粒,米粒,,,力入,
3758,力入,4,笠,雨笠本草呼破笠爲敗天公也,,,力入,
3758,力入,5,鴗,水狗爾雅謂之天狗注云小鳥靑似翠食魚江東呼爲水狗,,,力入,
3758,力入,6,苙,白芷又其立切,,,力入,
3758,力入,7,䇐,臨也,,,力入,
3758,力入,8,岦,岦岌山皃,,,力入,
3758,力入,9,砬,石藥,,,力入,
3759,居立,1,急,急疾≆說文作㤂褊也居立切十一,,,居立,
3759,居立,2,汲,汲引也又縣名在衞州又姓漢有中尉汲黯河東人,,,居立,
3759,居立,3,給,供給又姓出姓苑,,,居立,
3759,居立,4,伋,孔伋字子思,,,居立,
3759,居立,5,級,等級≆說文云絲次序也亦階級禮曰拾級聚足俗作𨸚,,,居立,
3759,居立,6,芨,烏頭別名,,,居立,
3759,居立,7,𦳌,上同,,,居立,
3759,居立,8,㽺,病也,,,居立,
3759,居立,9,彶,彶遽也,,,居立,
3759,居立,10,皀,穀香,,,居立,
3759,居立,11,𩾳,[𩾳/◫鳥𣥄]𩾳鵖鳥名,,,居立,
3760,魚及,1,岌,髙皃魚及切二,,,魚及,
3760,魚及,2,㱞,危也,,,魚及,
3761,去急,1,泣,無聲出涕去急切三,,,去急,
3761,去急,2,㬤,欲燥,,,去急,
3761,去急,3,湆,羹汁,,,去急,
3762,先立,1,𩎕,小兒履也先立切五,,,先立,
3762,先立,2,卌,字統云插糞杷≆說文云數名今直以爲四十字,,,先立,
3762,先立,3,霫,字林云雨皃又[爲雭/奚霫]東北夷名,,,先立,
3762,先立,4,𧿅,𧿅膝坐,,,先立,
3762,先立,5,㗩,㗩㗩忍寒聲,,,先立,
3763,色立,1,歰,≆說文曰不滑也色立切八,,,色立,
3763,色立,2,澀,上同,,,色立,
3763,色立,3,澁,俗,,,色立,
3763,色立,4,鈒,戟也鋋也,,,色立,
3763,色立,5,雭,小雨聲,,,色立,
3763,色立,6,濇,不滑,,,色立,
3763,色立,7,㒊,不及,,,色立,
3763,色立,8,翜,疾飛,,,色立,
3764,許及,1,吸,内息許及切十二,,,許及,
3764,許及,2,噏,上同,,,許及,
3764,許及,3,歙,≆說文曰縮鼻也後漢有來歙又舒涉切州名,,,許及,
3764,許及,4,翕,火炙一曰起也又斂也合也動也聚也盛也,,,許及,
3764,許及,5,𧬈,𧬈䛅語聲也,,,許及,
3764,許及,6,潝,水流皃,,,許及,
3764,許及,7,熻,熻熱,,,許及,
3764,許及,8,嬆,莊嚴,,,許及,
3764,許及,9,翖,漢有翖侯,,,許及,
3764,許及,10,𨝫,地名,,,許及,
3764,許及,11,闟,戟名曰闟,,,許及,
3764,許及,12,𪅲,鳥名,,,許及,
3765,阻立,1,戢,止也斂也阻立切九,,,阻立,
3765,阻立,2,𥊬,淚出皃,,,阻立,
3765,阻立,3,𧤏,角多皃,,,阻立,
3765,阻立,4,𧥄,上同,,,阻立,
3765,阻立,5,㗊,衆口,,,阻立,
3765,阻立,6,蕺,菜名,,,阻立,
3765,阻立,7,濈,和也,,,阻立,
3765,阻立,8,𠿠,喻也,,,阻立,
3765,阻立,9,霵,雨下又士邑切,,,阻立,
3766,於汲,1,邑,縣邑周禮曰四井爲邑又漢複姓有邑由氏楚大夫養由氏之後避仇改焉於汲切八,,,於汲,
3766,於汲,2,悒,憂悒,,,於汲,
3766,於汲,3,唈,嗚唈短氣,,,於汲,
3766,於汲,4,裛,裛香又於怯切,,,於汲,
3766,於汲,5,浥,濕潤,,,於汲,
3766,於汲,6,䓃,䓃菸茹熟,,,於汲,
3766,於汲,7,䭂,食䭂,,,於汲,
3766,於汲,8,𦶂,𦶂𦮾,,,於汲,
3767,丑入,1,湁,湁潗沸皃丑入切三,,,丑入,
3767,丑入,2,雴,大雨,,,丑入,
3767,丑入,3,漐,汗出皃,,,丑入,
3768,爲立,1,煜,文皃爲六切四,,,爲立,
3768,爲立,2,曄,[曄/暐]曄又筠輒切,,,爲立,
3768,爲立,3,熠,熠燿螢火又羊入切,,,爲立,
3768,爲立,4,騽,馬豪骭又音習,,,爲立,
3769,羊入,1,熠,熠燿螢火羊入切二,,,羊入,
3769,羊入,2,孴,多皃,,,羊入,
3770,尼立,1,孨,戢孨聚皃尼立切五,,,尼立,
3770,尼立,2,㵫,潗㵫水文皃,,,尼立,
3770,尼立,3,𣲷,濕𣲷,,,尼立,
3770,尼立,4,㘝,㘝㘝私取皃又女洽切,,,尼立,
3770,尼立,5,𦮾,𦮾,,,尼立,
3771,仕戢,1,霵,暴雨皃仕戢切二,,,仕戢,
3771,仕戢,2,䯂,盛衆皃,,,仕戢,
3772,皮及,1,𩾳,[𩾳/◫鳥𣥄]鵖亦[-/作]鴔皮及切一,,,皮及,
3773,彼及,1,鵖,彼及切二,,,彼及,
3773,彼及,2,皀,穀香也,,,彼及,
3774,初戢,1,㞚,㞚㞏初戢切四,,,初戢,
3774,初戢,2,𡍪,𡍪㙷重累土也,,,初戢,
3774,初戢,3,䙄,重縁,,,初戢,
3774,初戢,4,𢕬,行皃,,,初戢,
3775,昌汁,1,斟,斟酌也益也又姓國語云祝融之後侯伯八姓斟姓無後賈逵注云斟姓是曹姓之後又漢複姓有斟弋氏出史記職深切九,,,昌汁,
3776,侯閤,1,合,合同亦器名亦六合天地四方對也又州名秦爲巴郡宋爲宕渠郡後魏置合州蓋涪漢二水合流之處因以名之又姓左傳宋有大夫合左師又漢複姓髙帝功臣表有合[博虞/傅胡害]侯閤切又音閤十一,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,2,郃,郃陽縣在同州又虜複姓後魏書大莫干氏後改爲郃氏又音閤,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,3,榙,榙𣝋果名似李出埤蒼,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,4,䢔,䢔遝行相及也,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,5,㭘,㭘棔木也,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,6,詥,諧也亦作合,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,7,耠,耕也,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,8,𡇶,會也,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,9,𪘁,𪘁齧聲也,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,10,𦳬,草,⿰?𡇞=𡇶!!,,侯閤,
3776,侯閤,11,盒,盒盤覆也,⿰?𡇞=𡇶!!,,侯閤,
3777,古沓,1,閤,爾雅曰小閨謂之閤古沓切十九,,,古沓,
3777,古沓,2,鴿,鳥名,,,古沓,
3777,古沓,3,合,合集又音䢔,,,古沓,
3777,古沓,4,㪉,合會也,,,古沓,
3777,古沓,5,鉿,二尺鋌,,,古沓,
3777,古沓,6,鮯,魚名六足鳥尾出山海經,,,古沓,
3777,古沓,7,蛤,蚌蛤,,,古沓,
3777,古沓,8,郃,水名又縣名又音䢔,,,古沓,
3777,古沓,9,浩,浩亹地名亹音門,,,古沓,
3777,古沓,10,匌,周帀也,,,古沓,
3777,古沓,11,頜,頜頷頤傍,,,古沓,
3777,古沓,12,佮,併佮聚[-/也],,,古沓,
3777,古沓,13,㧁,閉戸曰㧁,,,古沓,
3777,古沓,14,𣭝,𣭝𣬬目睫長,,,古沓,
3777,古沓,15,㭘,劒柙又巨業切,,,古沓,
3777,古沓,16,㠷,以席載穀,,,古沓,
3777,古沓,17,鞈,防捍,,,古沓,
3777,古沓,18,韐,韎韐大帶,,,古沓,
3777,古沓,19,𢂷,𢂷口亦同上,,,古沓,
3778,都合,1,答,當也亦作荅都合切十二,,,都合,
3778,都合,2,畣,爾雅曰俞畣然也,,,都合,
3778,都合,3,𨅞,跛行皃,,,都合,
3778,都合,4,撘,打也出音譜,,,都合,
3778,都合,5,荅,正名云小豆,,,都合,
3778,都合,6,褡,橫褡小被,,,都合,
3778,都合,7,㜓,面㜓姶皃,,,都合,
3778,都合,8,㾑,肥㾑㽺出字林,,,都合,
3778,都合,9,嗒,舐嗒,,,都合,
3778,都合,10,𤝰,犬食,,,都合,
3778,都合,11,㿯,皮㿯,,,都合,
3778,都合,12,㯚,㯚𣝋木名,,,都合,
3779,蘇合,1,趿,進足蘇合切十一,,,蘇合,
3779,蘇合,2,颯,風聲,,,蘇合,
3779,蘇合,3,靸,小兒履或作𩎕,,,蘇合,
3779,蘇合,4,𩎕,上同,,,蘇合,
3779,蘇合,5,馺,馬行疾,,,蘇合,
3779,蘇合,6,霅,廣雅曰雨霅霅又音讋,,,蘇合,
3779,蘇合,7,𠦄,≆說文云𠦃三十也今作卅直[-/以]爲三十字,,,蘇合,
3779,蘇合,8,㚫,媕㚫女字,,,蘇合,
3779,蘇合,9,𣬬,𣭝𣬬眼睫長,,,蘇合,
3779,蘇合,10,𢕬,衆行皃,,,蘇合,
3779,蘇合,11,鈒,鈒鏤,,,蘇合,
3780,徒合,1,沓,重也合也又語多沓沓也又虜複姓後魏書沓盧氏後改爲沓氏徒合切十八,,,徒合,
3780,徒合,2,誻,譐誻亦作[沓/噂]𠴲,,,徒合,
3780,徒合,3,遝,䢔遝,,,徒合,
3780,徒合,4,㧺,指㧺,,,徒合,
3780,徒合,5,㭼,柱上木也,,,徒合,
3780,徒合,6,涾,沸溢,,,徒合,
3780,徒合,7,𩣯,馺𩣯馬行,,,徒合,
3780,徒合,8,龖,龍飛之狀,,,徒合,
3780,徒合,9,𠉤,儑𠉤不著事也,,,徒合,
3780,徒合,10,譶,疾言,,,徒合,
3780,徒合,11,𣝋,榙𣝋,,,徒合,
3780,徒合,12,蹹,齧蹹,,,徒合,
3780,徒合,13,䂿,舂巳復擣之爲䂿,,,徒合,
3780,徒合,14,䜚,妄言,,,徒合,
3780,徒合,15,𦂀,𦂀子絹出字林,,,徒合,
