漢字號,小韻號,漢字,字義解釋
17934,2668,硯,筆硯釋名云硯研也研墨使和濡也吾甸切六
17935,2668,研,磨研又音平聲
17936,2668,𨁍,行不正也
17937,2668,𤜵,逐虎犬也
17938,2668,豜,爾雅云麕絕有力豜
17939,2668,趼,趼骨
17940,2669,宴,安也息也於甸切十三
17941,2669,驠,馬名
17942,2669,燕,說文云玄鳥也作巢避戊己
17943,2669,鷰,俗今通用
17944,2669,醼,醼飲周禮云以饗燕之禮親四方之賓客詩云鹿鳴燕羣臣嘉賓也古無酉今通用亦作宴
17945,2669,讌,讌會本亦同上
17946,2669,嬿,嬿婉並也又於典切
17947,2669,嚥,吞也
17948,2669,咽,吞也
17949,2669,㬫,星無雲出說文
17950,2669,溎,大水皃
17951,2669,酀,邑名
17952,2669,𥉛,視也或作𥍂
17953,2670,薦,薦席又薦進也說文曰獸之所食艸古者神人以廌遺黃帝帝曰何食何處曰食薦夏處川澤冬處松柏又姓出姓苑作甸切廌丈買切二
17954,2670,𧲛,畜食
17955,2671,麪,束晳麪賦云重羅之麪塵飛雪白莫甸切八
17956,2671,麵,束晳麪賦云重羅之麪塵飛雪白莫甸切八
17957,2671,瞑,瞑眩
17958,2671,眄,斜視
17959,2671,㴐,滇㴐水大皃
17960,2671,𡧍,冥合
17961,2671,𩈹,𩈹炫汗血
17962,2671,𥻩,屑米
17963,2672,片,半也判也析木也普麵切三
17964,2672,䏒,半體也
17965,2672,㸤,爾雅革中絕謂之㸤革車轡勒也本亦作辨
17966,2673,荐,重也仍也再也在甸切七
17967,2673,洊,水荒曰洊亦再也易曰洊雷震
17968,2673,臶,重至又魏有高士張臶戴鵀之鳥巢其門陰者又徂悶切
17969,2673,栫,圍也左傳云栫之以棘
17970,2673,瀳,水名
17971,2673,袸,小帶
17972,2673,𨷳,門次
17973,2674,䬼,饜飽烏縣切四
17974,2674,裫,廣雅云衣衿袖曲處
17975,2674,噮,甘不猒也
17976,2674,肙,小蟲也又空也
17977,2675,殿,軍在前曰啓後曰殿又殿最漢書音義云上功曰最下功曰殿都甸切又堂練切三
17978,2675,唸,唸㕧呻也亦作𠿍𣢁經典又作殿屎
17979,2675,𠿍,見上注
17980,2676,𩎌,在背曰𩎌亦作韅呼甸切又呼典切一
17981,2677,線,線縷也周禮云縫人掌王宮縫線之事以役女御縫王及后衣服私箭切四
17982,2677,綫,細絲出文字指歸說文同上
17983,2677,惗,思惗
17984,2677,鮮,姓也本音平聲
17985,2678,戰,懼也恐也又姓之膳切二
17986,2678,顫,四支寒動
17987,2679,繕,補也時戰切十二
17988,2679,鄯,鄯善西域國名
17989,2679,擅,專也
17990,2679,膳,食也
17991,2679,饍,食也
17992,2679,僐,廣雅云姿態
17993,2679,禪,封禪又禪讓傳受
17994,2679,䄠,古文
17995,2679,單,單父縣亦姓
17996,2679,𤮜,器緣
17997,2679,𦉕,器緣
17998,2679,嬗,說文緩也一曰傳也漢書霍去病子名嬗
17999,2680,彥,美士魚變切六
18000,2680,唁,弔失國說文曰弔生也詩曰歸唁衛侯
18001,2680,喭,弔失國說文曰弔生也詩曰歸唁衛侯
18002,2680,甗,甑也
18003,2680,諺,俗言
18004,2680,這,迎也
18005,2681,譴,問也責也怒也讓也亦姓去戰切五
18006,2681,遣,人臣賜車馬曰遣車又去尠切
18007,2681,䪈,𦝫帶
18008,2681,晵,雨而晝止
18009,2681,繾,又去演切
18010,2682,絹,縑也廣雅曰䋷𦇎鮮支縠絹也吉掾切五
18011,2682,狷,褊急又古縣切
18012,2682,鄄,鄄城縣在濮州
18013,2682,㯞,㯞青木皮葉可作衣似絹出西域焉耆國
18014,2682,䚈,視也
18015,2683,瑗,玉名王眷切又于願切五
18016,2683,援,接援救助也亦姓
18017,2683,媛,淑媛
18018,2683,褑,佩帶
18019,2683,院,垣院
18020,2684,面,向也前也說文作𡇢顏前也俗作靣彌箭切二
18021,2684,偭,說文曰鄉也禮少儀云尊壺者偭其鼻
18022,2685,釧,鐶釧續漢書曰孫程十九人立順帝各賜金釧指鐶尺絹切四
18023,2685,竁,穿也又初稅切
18024,2685,穿,貫也又音川
18025,2685,諯,相讓也
18026,2686,掾,宮名以絹切四
18027,2686,緣,衣緣
18028,2686,𢐄,弓𢐄
18029,2686,𩘍,再揚穀又小風也
18030,2687,𩥇,馬土浴陟扇切三
18031,2687,𧝑,周禮王后之六服其一曰𧝑衣
18032,2687,襢,周禮王后之六服其一曰𧝑衣
18033,2688,𤲬,城下田人絹切又而兗切一
18034,2689,箭,箭竹高一丈節閒三尺可爲矢爾雅曰東南之美者有會稽之竹箭子賤切九
18035,2689,𥳭,古文
18036,2689,鬋,女鬢垂皃
18037,2689,葥,草名
18038,2689,湔,水名在蜀
18039,2689,榗,木名
18040,2689,籛,陸終子名又子田切
18041,2689,濺,濺水又作甸切
18042,2689,煎,甲煎又將仙切
18043,2690,硟,展繒石昌戰切一
18044,2691,扇,崔豹古今注舜作五明扇說文扉也式戰切四
18045,2691,煽,火盛皃又音羶
18046,2691,傓,熾盛
18047,2691,𧎥,蠅動翅也說文曰蠅醜𧎥
18048,2691,𦶋,草名
18049,2691,𥰢,竹
18050,2692,躽,怒瞋於扇切三
18051,2692,𥈔,視皃又於殄切
18052,2692,堰,堰埭
18053,2693,眷,眷屬說文顧也居倦切十五
18054,2693,睠,眷屬說文顧也居倦切十五
18055,2693,捲,西捲縣名在日南
18056,2693,弮,曲也又書弮今作卷
18057,2693,卷,曲也又書弮今作卷
18058,2693,桊,牛拘
18059,2693,帣,囊也亦三斛爲一帣
18060,2693,絭,連弩三十絭共一臂
18061,2693,犈,爾雅云牛腳黑犈又音權
18062,2693,觠,爾雅云羊屬角三觠羷郭璞云觠角三匝
18063,2693,𧯦,黃豆又求晚切
18064,2693,餋,祭名
18065,2693,䖭,䖭蠾蜘蛛別名
18066,2693,𢍏,說文曰摶飯也隷省作龹眷字類從此俗作灷
18067,2693,勬,勤也又居員切
18068,2694,倦,疲也猒也懈也說文又作劵勞也或作勌渠卷切五
18069,2694,𣜨,緣鞾縫也
18070,2694,韏,緣鞾縫也
18071,2694,襈,重繒
18072,2694,淃,水名
18073,2695,戀,慕也力卷切四
18074,2695,灓,又音亂
18075,2695,䜌,何承天云姓也漢有䜌秘爲汝南郡太守
18076,2695,孌,順也
18077,2696,猭,獸走草丑戀切二
18078,2696,鶨,鳥名又音彖
18079,2697,變,化也通也易也又姓出姓苑彼眷切一
18080,2698,𨏉,𨏉車軸所眷切二
18081,2698,㝈,一乳兩子亦作孿又生患切
18082,2699,縓,絳色七絹切又七全切三
18083,2699,諯,相責
18084,2699,𥆊,更視見皃說文作𢌨相顧視而行也又弋絹切
18085,2700,卞,縣名在魯又姓出濟陰本自有周曹叔振鐸之後曹之支子封于卞遂以建族皮變切十五
18086,2700,拚,擊手
18087,2700,抃,擊手
18088,2700,弁,周冠名
18089,2700,㝸,周冠名
18090,2700,汴,水名在陳留亦州名秦屬三川郡漢爲陳留郡留鄭邑爲陳所并遂名之東魏置梁州周改爲汴州
18091,2700,㺕,犬鬭聲
18092,2700,閞,門欂櫨又音飯
18093,2700,昪,日光皃
18094,2700,匥,笥也
18095,2700,䒪,雀草
18096,2700,笲,竹器
18097,2700,㺹,玉名
18098,2700,忭,喜皃
18099,2700,䪻,䪻冠
18100,2701,㳬,回泉辝戀切九
18101,2701,鏇,轉軸裁器
18102,2701,縼,長繩繫牛馬放
18103,2701,𢳄,長繩繫牛馬放
18104,2701,旋,遶也
18105,2701,嫙,好皃
18106,2701,䍻,羊也
18107,2701,𧾩,走也
18108,2701,𦛔,𦛔短者
18109,2702,選,息絹切八
18110,2702,𤂳,飲也
18111,2702,𤂿,口含水濆
18112,2702,䍻,羊也
18113,2702,𦌔,罥獸足網
18114,2702,䠣,罥獸足網
18115,2702,繏,索也
18116,2702,渲,小水
18117,2703,䉵,說文曰具食也士戀切九
18118,2703,饌,說文曰具食也士戀切九
18119,2703,𦠆,上同見儀禮
18120,2703,襈,緣也
18121,2703,僎,具也
18122,2703,譔,專敬
18123,2703,𤩄,珍𤩄
18124,2703,僝,見也具也
18125,2703,𠨎,具也
18126,2704,孨,謹也莊眷切一
18127,2705,傳,訓也釋名曰傳傳也以傳示後人也直戀切又直專丁戀二切二
18128,2705,𦁆,𦁆繞也
18129,2706,賤,輕賤又姓風俗通云漢有北平太守賤瓊才線切三
18130,2706,諓,巧讒皃
18131,2706,餞,酒食送人
18132,2707,羨,貪慕又餘也又姓列仙傳有羨門似面切二
18133,2707,䢭,遮也
18134,2708,騗,躍上馬匹戰切二
18135,2708,偏,又音篇
18136,2709,𢮨,縣繩望時釧切二
18137,2709,叀,說文曰專小謹也
18138,2710,輾,水輾女箭切二
18139,2710,碾,水輾女箭切二
18140,2711,囀,韻也又鳥吟知戀切三
18141,2711,傳,郵馬釋名曰傳傳也人所止息去後人復來轉轉相傳無常人也又直專直戀二切
18142,2711,轉,流轉又張兗切
18143,2712,衍,水也溢也豐也予線切又以淺切八
18144,2712,莚,蔓莚不斷
18145,2712,羨,延也進也
18146,2712,狿,獌狿大獸名長八尺
18147,2712,延,曼延不斷其莚也
18148,2712,涎,湎涎水流
18149,2712,䢭,移也
18150,2712,𠻤,大笑
18151,2713,便,利也婢面切又音平聲一
18152,2714,邅,逐也持碾切又張連切二
18153,2714,纏,纏繞物也
18154,2715,𤹨,疰𤹨惡病也連彥切二
18155,2715,摙,按摙之皃
18156,2716,䄐,祭祀區倦切三
18157,2716,絭,臂繩
18158,2716,䠣,罺網
18159,2717,剸,切肉皃之囀切一
18160,2718,徧,周也說文帀也方見切二
18161,2718,遍,俗
18162,2719,嘯,說文曰吹聲也蘇弔切五
18163,2719,歗,籀文
18164,2719,㩋,打也
18165,2719,䐹,切肉合糅
18166,2719,熽,火皃
18167,2720,糶,賣米也他弔切十
18168,2720,𥺋,俗
18169,2720,眺,視也
18170,2720,覜,周禮曰大夫眾來曰覜寡來曰聘
18171,2720,趒,越也
18172,2720,咷,叫咷楚聲又音桃
18173,2720,頫,薛琮云低頭聽本又音府
18174,2720,窱,䆞窱深邃皃
18175,2720,鋽,鉎鋽
18176,2720,絩,綺絲數也
18177,2721,弔,弔生曰唁弔死曰弔多嘯切又音的七
18178,2721,伄,伄儅不當皃
18179,2721,瘹,瘹星狂病
18180,2721,釣,釣魚淮南子曰詹公釣千歲之鯉詹公古善釣者呂氏春秋曰太公釣於滋泉以遇文王
18181,2721,窵,窵窅深也
18182,2721,蔦,寄生草
18183,2721,𨑩,至也又音的
18184,2722,叫,呼也古弔切十二
18185,2722,訆,說文曰大呼也
18186,2722,徼,循也小道也
18187,2722,𢅎,行縢又古鳥切
18188,2722,譥,訐也又痛聲也
18189,2722,激,水急又古歷切
18190,2722,噭,噭噭深聲
18191,2722,嘂,大壎說文曰高聲也一曰大呼
18192,2722,獥,狼子
18193,2722,㰾,歌也
18194,2722,鸄,爾雅云鸄鶶鷵似烏而蒼白色
18195,2722,𨎬,𨎬車轊
18196,2723,尿,小便也或作溺奴弔切二
18197,2723,㞙,古文
18198,2724,藋,藜藋也徒弔切七
18199,2724,銚,燒器又音姚
18200,2724,掉,振也搖也又徒了切
18201,2724,調,選也韻調也又音苕
18202,2724,莜,草田器又音苕
18203,2724,𥁮,草田器又音苕
18204,2724,嬥,嬥嬈不仁又徒了切
18205,2725,竅,穴也苦弔切二
18206,2725,𢶡,旁擊亦作撽
18207,2726,𩕐,𩕐顤長頭力弔切九
18208,2726,尥,牛脛交
18209,2726,嫽,嫽悷又音僚
18210,2726,料,料度量也又音僚
18211,2726,嘹,病呼
18212,2726,鐐,美金又音僚
18213,2726,璙,玉名
18214,2726,𦌒,魚網
18215,2726,炓,火光
18216,2727,顤,五弔切五
18217,2727,獟,狂犬
18218,2727,澆,韓浞子名又音梟
18219,2727,鼼,仰鼻又牛救切
18220,2727,嘄,叫也
18221,2728,窔,隱暗處亦作㝔東南隅謂之㝔俗作穾烏叫切二
18222,2728,䆞,䆞窱幽深皃又音杳
18223,2729,㱇,說文云悲意也火弔切三
18224,2729,嬈,嬥嬈不仁又而沼切
18225,2729,娎,娎㛍喜皃
18226,2730,笑,欣也喜也亦作笑私妙切五
18227,2730,㗛,俗
18228,2730,肖,似也小也法也像也
18229,2730,韒,刀韒
18230,2730,鞘,刀韒
18231,2731,照,明也之少切五
18232,2731,炤,明也之少切五
18233,2731,詔,上命釋名曰詔照也照人暗不見事以此示之使昭然也又告也教也
18234,2731,𨹸,隄也界也
18235,2731,𠧙,卜問也又音邵
18236,2732,燿,熠燿說文照也弋照切十七
18237,2732,鷂,鷙鳥也莊子曰鷂爲鸇鸇爲布穀此物變也
18238,2732,搖,搖動又音遙
18239,2732,覞,普視說文曰並視也
18240,2732,𧡷,普視說文曰並視也
18241,2732,耀,光耀
18242,2732,曜,日光也又照也
18243,2732,𧢢,視誤也
18244,2732,𥌺,視誤也
18245,2732,㞁,行不正也
18246,2732,𤪎,遺玉又音由
18247,2732,筄,屋上薄也
18248,2732,趭,走也
18249,2732,鷣,一名負雀
18250,2732,䔄,菟絲也又帝女花也
18251,2732,艞,對艞江中大船
18252,2732,讑,誤言皃
18253,2733,要,約也於笑切又於招切三
18254,2733,葽,草盛皃又於招切
18255,2733,約,又於略切
18256,2734,召,呼也直照切一
18257,2735,邵,邑名又姓出魏郡周文王子邵公奭之後寔照切七
18258,2735,召,邑名又姓出魏郡周文王子邵公奭之後寔照切七
18259,2735,劭,自強也
18260,2735,𠧙,卜問也又音韶
18261,2735,𠣫,倒懸鉤也
18262,2735,䬰,小食又尺邵切
18263,2735,卲,高也
18264,2736,嶠,山道又山銳而高渠廟切又音喬二
18265,2736,轎,𨋕車也又音喬
18266,2737,剽,強取又輕也匹妙切十一
18267,2737,彯,彯𦘕
18268,2737,㬓,置風日中令乾
18269,2737,漂,水中打絮韓信寄食於漂母又撫招切
18270,2737,僄,僄狡輕迅
18271,2737,翲,飛皃
18272,2737,䏇,聽纔聞出字林
18273,2737,勡,劫也
18274,2737,摽,摽落
18275,2737,嫖,身輕便也
18276,2737,慓,急疾
18277,2738,噍,嚼也才笑切又子幺子由二切四
18278,2738,誚,責也
18279,2738,劁,刈也
18280,2738,趭,走也
18281,2739,妙,好也彌笑切三
18282,2739,玅,好也彌笑切三
18283,2739,篎,爾雅云小管也
18284,2740,陗,山峻亦作峭七肖切八
18285,2740,峭,山峻亦作峭七肖切八
18286,2740,篍,竹簫洛陽亭長所吹又七流切
18287,2740,㴥,峻波
18288,2740,哨,壺口黯者名也
18289,2740,俏,俏措好皃
18290,2740,帩,帩縛
18291,2740,𪑊,𪑊䵴
18292,2741,尞,說文曰祡祭天也凡從尞者作𡨶同力照切八
18293,2741,燎,照也一曰宵田又放火也又力小切
18294,2741,㙩,周垣
18295,2741,𤻲,𤻲病說文治也
18296,2741,療,𤻲病說文治也
18297,2741,熮,火皃
18298,2741,膫,炙也
18299,2741,鷯,爾雅云鶉一名鷯其雄曰鵲又音僚
18300,2742,趬,行輕皃丘召切五
18301,2742,𠿕,𠿕𧇠不安
18302,2742,㢗,玉篇云高屋
18303,2742,譑,譑弄
18304,2742,㚁,高㚁
18305,2743,𧇠,𠿕𧇠牛召切一
18306,2744,醮,祭也子肖切十一
18307,2744,𥛲,祭也子肖切十一
18308,2744,釂,飲酒盡也
18309,2744,皭,白色
18310,2744,潐,盡也
18311,2744,爝,火
18312,2744,䩌,面不光
18313,2744,僬,行容止皃禮曰庶人僬僬
18314,2744,趭,走皃
18315,2744,𥡤,物縮小又作癄
18316,2744,䂃,目瞑
18317,2745,廟,皃也齊職儀曰周有守禮之官掌先王之宗廟也亦作庿眉召切二
18318,2745,庿,皃也齊職儀曰周有守禮之官掌先王之宗廟也亦作庿眉召切二
18319,2746,驃,驃騎官名又馬黃白色毗召切又卑笑匹召二切一
18320,2747,少,幼少漢書曰少府秦官掌山海池澤之稅以給供養又漢複姓五氏說苑趙簡子御有少室周魯惠公子施叔之後有少施氏家語魯有少正卯孔子弟子有少叔乘何氏姓苑有少師氏失照切又失沼切二
18321,2747,燒,放火又失昭切
18322,2748,脁,祭也丑召切一
18323,2749,裱,領巾也方廟切二
18324,2749,俵,俵散
18325,2750,翹,尾起也巨要切又巨堯切一
18326,2751,饒,益饒人要切又人招切二
18327,2751,繞,卷取物皃
18328,2752,效,具也學也象也又效力效驗也胡教切八
18329,2752,効,俗
18330,2752,校,校尉官名亦姓周禮校人之後又音教
18331,2752,斅,學也書曰惟斅學半
18332,2752,㤊,快也出孟子
18333,2752,傚,教也詩曰是則是傚毛萇云言可法傚也
18334,2752,𣱓,誤也
18335,2752,詨,詨叫
18336,2753,教,教訓也又法也語也元命包云天垂文象人行其事謂之教教之爲言傚也古孝切十一
18337,2753,𢼂,古文
18338,2753,窖,倉窖
18339,2753,校,檢校又考校
18340,2753,鉸,鉸刀又裝鉸
18341,2753,酵,酒酵
18342,2753,覺,睡覺又音角
18343,2753,膠,膠黏物又音交
18344,2753,較,不等又音角
18345,2753,𡥈,又音交
18346,2753,珓,杯珓古者以玉爲之
18347,2754,孝,孝順爾雅曰善父母爲孝孝經左契曰元氣混沌孝在其中天子孝龍負圖庶人孝林澤茂又姓風俗通云齊孝公之後呼教切六
18348,2754,哮,喚也又音虓
18349,2754,涍,水名在河南
18350,2754,嗃,大嗥又呼各切
18351,2754,詨,大嗥又呼各切
18352,2754,𡦳,解廌屬又音教
18353,2755,罩,竹籠取魚具也都教切五
18354,2755,䈇,竹籠取魚具也都教切五
18355,2755,䍜,說文曰覆鳥令不得飛走也
18356,2755,䞴,䞴趟跳皃
18357,2755,鵫,鵫雉今白雉也
18358,2756,豹,獸名崔豹古今注曰豹尾車周制也象君子豹變尾言謙也古軍正建之今唯乘輿建焉廣志曰狐死首丘豹死首山又姓風俗通曰八元叔豹之後北教切五
18359,2756,𧭤,𧭤譟惡怒吏也
18360,2756,𢖔,𢖔直史官
18361,2756,爆,火裂又音駮
18362,2756,䶂,鼠屬能飛食虎豹出胡地又音酌
18363,2757,敲,擊也苦教切又苦交切三
18364,2757,礉,礉磽又口交切
18365,2757,巧,巧僞山海經曰義均始爲巧倕作百巧也又苦絞切
18366,2758,皃,儀皃莫教切七
18367,2758,䫉,說文同上
18368,2758,貌,籀文
18369,2758,䡚,引也
18370,2758,𢂹,幗也
18371,2758,緢,旄雜絲也說文音苗
18372,2758,𢅉,綵雜文也
18373,2759,奅,起釀亦大也匹皃切六
18374,2759,窌,上同說文窖也
18375,2759,炮,灼皃又步交切
18376,2759,拋,拋車又普交切
18377,2759,皰,面生氣也又旁教切
18378,2759,礮,礮石軍戰石也
18379,2760,趠,行皃丑教切二
18380,2760,踔,猨跳
18381,2761,稍,均也小也說文曰出物有漸也所教切七
18382,2761,潲,豕食又雨濺也
18383,2761,揱,木上小或作𣕇
18384,2761,𣕇,木上小或作𣕇
18385,2761,娋,小娋侵也
18386,2761,𨛍,大夫食邑
18387,2761,𦓴,𦔔種
18388,2762,棹,檝也直教切四
18389,2762,櫂,檝也直教切四
18390,2762,濯,浣衣又直角切
18391,2762,㷹,火急煎皃
18392,2763,橈,木曲奴教切又如昭切四
18393,2763,淖,泥淖
18394,2763,𠆴,不靜又猥也擾也
18395,2763,鬧,不靜又猥也擾也
18396,2764,抓,爪刺也側教切三
18397,2764,癄,縮也小也亦作㾭
18398,2764,笊,笊籬
18399,2765,靤,面瘡防教切五
18400,2765,皰,面生氣也
18401,2765,鞄,治皮
18402,2765,鉋,鉋刀治木器也
18403,2765,骲,手擊
18404,2766,抄,略取也初教切八
18405,2766,鈔,略取也初教切八
18406,2766,縐,惡絹也又初爪切又側救切
18407,2766,耖,重耕田也
18408,2766,仯,仯仯小子
18409,2766,觘,角上也
18410,2766,𦨖,船不安也
18411,2766,罺,小網
18412,2767,靿,靴靿於教切五
18413,2767,袎,襪袎
18414,2767,㑃,很也戾也出字林
18415,2767,箹,竹節又於角切
18416,2767,軪,車有機
18417,2768,樂,好也五教切又岳洛二音三
18418,2768,磽,礉磽又五交切
18419,2768,𩳔,醜皃
18420,2769,巢,棧閣也士稍切又士交切一
18421,2770,号,号令又召也呼也諡也亦作號胡到切六
18422,2770,號,上同又乎刀切
18423,2770,𤩭,石似玉也
18424,2770,㙱,上釜
18425,2770,䜂,相欺
18426,2770,𡟷,女字
18427,2771,導,引也徒到切十四
18428,2771,翿,舞者所執
18429,2771,纛,左纛以犛牛尾爲之大如斗繫於左騑馬軶上
18430,2771,悼,傷悼
18431,2771,蹈,踐也
18432,2771,盜,盜賊
18433,2771,燾,覆也又徒刀切
18434,2771,幬,覆也又徒刀切
18435,2771,䆃,嘉禾一莖六穗
18436,2771,儔,隱也
18437,2771,𨱵,長皃
18438,2771,𠺛,年九十或作𡄒
18439,2771,䊭,黏也
18440,2771,䌦,不青不黃
18441,2772,到,至也又姓出彭城本自高陽氏楚令尹屈到之後漢有東平太守到質都導切六
18442,2772,禱,祭也請也文字音義云得福曰祠求福曰禱又當老切
18443,2772,倒,倒懸又當老切
18444,2772,𤓾,姓也出河內
18445,2772,𧛔,衣背縫
18446,2772,菿,大也
18447,2773,誥,告也謹也古到切七
18448,2773,郜,國名在濟陰又姓晉有高昌長郜玖
18449,2773,告,報也說文作𠰛又音梏
18450,2773,縞,白縑又音藁
18451,2773,膏,膏車又音高
18452,2773,𣝏,苦木
18453,2773,烄,交木然也
18454,2774,傲,慢也倨也說文作敖餘倣此五到切八
18455,2774,嫯,慢也
18456,2774,䫨,頭長
18457,2774,鏊,餅鏊
18458,2774,驁,馬名
18459,2774,奡,陸地行舟人也
18460,2774,謷,志遠皃
18461,2774,鷔,鷔鳦魚鳥狀也
18462,2775,冃,說文曰小兒蠻夷頭衣也莫報切十九
18463,2775,帽,頭帽
18464,2775,耄,老耄亦作𦒷見經典省
18465,2775,𧂕,上同見說文
18466,2775,芼,菜食又擇也搴也謂拔取菜也芼以蘋蘩爲羹亦草覆蔓
18467,2775,眊,目少睛
18468,2775,瑁,圭名天子所執
18469,2775,𤣽,古文
18470,2775,冒,覆也涉也又莫北切
18471,2775,𥈆,低目細視
18472,2775,旄,狗足旄尾毛
18473,2775,毛,毛鷹鷂鸇
18474,2775,媢,夫妬婦出說文
18475,2775,𩿂,鳥輕毛
18476,2775,𢯾,手扶之也
18477,2775,覒,邪視也亦作㲘
18478,2775,㲝,鳥毛盛也
18479,2775,䋃,刺也絹帛毛起如刺也
18480,2775,𣔺,說文曰門樞之橫梁
18481,2776,嫪,悋物又姓郎到切八
18482,2776,澇,淹也又水名或作潦
18483,2776,潦,淹也又水名或作潦
18484,2776,勞,勞慰又郎刀切
18485,2776,僗,俗
18486,2776,髝,髝髞麤急皃又音牢
18487,2776,癆,癆痢惡人說文曰朝鮮謂飲藥毒曰癆
18488,2776,𣟽,麻莖大也又施絞於𣝜也
18489,2777,操,持也又志操七到切又七刀切七
18490,2777,造,至也又昨早切
18491,2777,艁,古文
18492,2777,慥,言行急
18493,2777,㿷,米穀雜
18494,2777,糙,米穀雜
18495,2777,鄵,鄭地名
18496,2778,暴,侵暴猝也急也又晞也案說文作曓疾有所趣也又作㬥晞也今通作暴亦姓漢有繡衣使者暴勝之薄報切九
18497,2778,虣,上同周禮曰以刑教中則民不虣
18498,2778,曝,曝乾俗
18499,2778,瀑,瀑雨
18500,2778,勽,說文覆也
18501,2778,菢,鳥伏卵
18502,2778,袍,衣前襟又云今朝服垂衣又薄高切
18503,2778,𤔣,姓也出姓苑
18504,2778,𪇰,鳥名又博木切
18505,2779,報,報告下婬曰報博秏切一
18506,2780,漕,水運穀在到切二
18507,2780,𢲵,手攪也
18508,2781,奧,深也內也主也藏也爾雅曰西南隅謂之奧烏到切十一
18509,2781,懊,懊悔
18510,2781,䐿,藏肉埤蒼云鳥胃也
18511,2781,𩟇,妬食
18512,2781,隩,說文曰水隈崖也
18513,2781,燠,燠釜以水添釜
18514,2781,䜒,語也
18515,2781,镺,長也
18516,2781,墺,四墺四方土又於六切
18517,2781,𩼈,小鰌名
18518,2781,澳,澳深又水名
18519,2782,喿,羣鳥聲蘇到切九
18520,2782,譟,羣呼
18521,2782,噪,羣呼
18522,2782,瘙,疥瘙
18523,2782,㿋,疥瘙
18524,2782,髞,髝髞
18525,2782,埽,埽灑說文棄也又桑道切
18526,2782,掃,埽灑說文棄也又桑道切
18527,2782,𢤁,情性疎皃
18528,2783,𩝝,餉軍苦到切五
18529,2783,犒,餉軍苦到切五
18530,2783,稾,槀飫書篇名
18531,2783,靠,相違也
18532,2783,䯪,䯪䫨大頭
18533,2784,竈,淮南子曰炎帝作火死而爲竈則到切三
18534,2784,躁,動也
18535,2784,趮,疾也
18536,2785,秏,減也亦稻屬呂氏春秋云飯之美者南海之秏又姓出何氏姓苑俗作耗呼到切四
18537,2785,好,愛好亦璧孔也見周禮又姓出纂文又呼老切
18538,2785,𡚽,姓也或作𡥆
18539,2785,藃,藃縮也
18540,2786,腝,臂節那到切三
18541,2786,𨱵,長皃
18542,2786,腦,優皮也
18543,2787,箇,箇數又枚也凡也古賀切三
18544,2787,个,明堂四面偏室曰左个也
18545,2787,個,偏也
18546,2788,賀,慶也擔也勞也加也亦姓出會稽河南二望本齊之公族慶封之後漢侍中慶純避安帝諱改爲賀氏又虜複姓九氏北俗謂忠貞爲賀若魏孝文以其先祖有忠貞之稱遂以賀若爲氏周書賀蘭祥傳曰其先與魏俱起有紇伏者爲賀蘭莫何弗因以爲氏賀拔勝傳云其先與魏俱出陰山代爲酋長北方謂土爲拔爲其摠有地土時人相賀因爲賀拔氏後自武川徙居河南也南燕錄有輔國大將軍賀賴盧後魏書有賀葛賀婁賀兒賀遂賀悅等氏胡箇切四
18547,2788,𧝂,䘸袖也
18548,2788,袔,䘸袖也
18549,2788,㵑,水名
18550,2789,佐,助也則箇切六
18551,2789,左,左右又作可切
18552,2789,𠡃,副也
18553,2789,㝾,行不正也
18554,2789,袏,襌衣
18555,2789,作,造也本臧洛切
18556,2790,跢,小兒行也丁佐切四
18557,2790,癉,勞也
18558,2790,痑,病也
18559,2790,哆,語助聲
18560,2791,邏,游兵也郎佐切三
18561,2791,𧟌,婦人衣
18562,2791,㿚,病也
18563,2792,坷,坎坷不平也口箇切四
18564,2792,軻,轗軻不遇也孟子居貧轗軻故名軻字子居又苦哥切
18565,2792,蚵,爾雅商蚵蟲一名蛶又胡哥切
18566,2792,艐,船著沙不行也
18567,2793,餓,不飽也五个切一
18568,2794,馱,負馱唐佐切二
18569,2794,大,又唐蓋切
18570,2795,奈,奈何奴箇切又奴帶切二
18571,2795,那,語助又奴哥切
18572,2796,些,楚語辝蘇箇切又音細一
18573,2797,呵,噓氣呼箇切又呼哥切二
18574,2797,㰤,㰤㰤大笑
18575,2798,拖,牽車吐邏切一
18576,2799,過,誤也越也責也度也古臥切七
18577,2799,裹,包也又音果
18578,2799,鐹,鎌也亦作划
18579,2799,划,鎌也亦作划
18580,2799,𧒖,蟷蠰也即螗蜋
18581,2799,㳀,水名
18582,2799,𩟂,食也出玉篇
18583,2800,和,聲相應胡臥切又音禾三
18584,2800,盉,調味
18585,2800,俰,和也
18586,2801,挫,摧也則臥切三
18587,2801,夎,拜失容又詐也經典作蓌
18588,2801,侳,安也有也
18589,2802,課,稅也試也第也苦臥切七
18590,2802,堁,堀堁塵起皃
18591,2802,敤,研治
18592,2802,髁,髀骨也
18593,2802,𡱼,髀骨也
18594,2802,㾧,禿㾧
18595,2802,科,滋生也又音窠
18596,2803,唾,說文云口液也湯臥切七
18597,2803,涶,說文云口液也湯臥切七
18598,2803,毻,鳥易毛也
18599,2803,蛻,蛇去皮
18600,2803,嫷,好皃
18601,2803,毤,落毛
18602,2803,𧝍,無袂衣也
