識別號,上字表識別號,下字表識別號,切語,拼音,小韻字,目次編碼,小韻字序號,小韻字集,字數,聲母,聲母拼音碼,發音部位,清濁,發送收,韻母,韻母拼音碼,調,調號,備註,原有備註,異體字,其它備註,
2165,19,23,奇寄,ki7,芰,4.05寘,16,芰騎鬾輢䝸㧘汥䛋,8,群,k,牙音,全濁,,支開3舒聲,i,去,7,,,,,
2166,22,23,七賜,chi3,刺,4.05寘,17,刺刾㢀朿㡹𧧒莿庛蛓䛋,11,清,ch,齒頭音,次清,送氣,支開3舒聲,i,去,3,,,,,
2167,39,23,以豉,Øi7,易,4.05寘,18,易㑥貤貤伿㒾,6,以,Ø,喉音,次濁,發聲,支開3舒聲,i,去,7,,,,,
2168,20,23,宜寄,gi7,議,4.05寘,19,議誼竩𥫃𩈭義,8,疑,g,牙音,次濁,收聲,支開3舒聲,i,去,7,,,,,
2169,2,23,匹賜,phi3,譬,4.05寘,20,譬㵨,2,滂,ph,重脣音,次清,送氣,支開3舒聲,i,去,3,,,,,
2170,23,23,疾智,ci7,漬,4.05寘,21,漬眥𦎸㧘㱴髊骴胔,9,從,c,齒頭音,全濁,,支開3舒聲,i,去,7,,,,,
2171,13,23,知義,ti3,智,4.05寘,22,智𣉻潪,4,知,t,舌上音,全清,發聲,支開3舒聲,i,去,3,,,,,
2172,36,23,於義,Øi3,倚,4.05寘,23,倚輢陭,3,影,Ø,喉音,全清,發聲,支開3舒聲,i,去,3,,,,,
2173,15,27,馳僞,tui7,縋,4.05寘,24,縋膇槌錘腄甀硾,7,澄,t,舌上音,全濁,,支合3舒聲,ui,去,7,,,,,
2174,29,27,尺僞,chui3,吹,4.05寘,25,吹䶴𥞃,4,昌,ch,正齒近舌上,次清,送氣,支合3舒聲,ui,去,3,,,,,
2175,37,23,香義,hi3,戲,4.05寘,26,戲嚱,2,曉,h,喉音,次清,送氣,支開3舒聲,i,去,3,,,,,
2176,18,23,去智,khi3,企,4.05寘,27,企𢺵跂𨑤蚑吱,8,溪,kh,牙音,次清,送氣,支開3舒聲,i,去,3,,,,,
2177,36,23,於賜,Øi3,縊,4.05寘,28,縊㱲螠,3,影,Ø,喉音,全清,發聲,支開3舒聲,i,去,3,,,,,
2178,33,23,施智,si3,翅,4.05寘,29,翅翄𦐊施馶啻鍦䗐䧴卶𤖻㒾翨,15,書,s,正齒近舌上,全清,送氣,支開3舒聲,i,去,3,,,,,
2179,32,23,所寄,si3,屣,4.05寘,30,屣灑𩌦襹曬,6,生,s,正齒近齒頭,全清,送氣,支開3舒聲,i,去,3,,,,,
2180,18,27,窺瑞,khui3,觖,4.05寘,31,觖,1,溪,kh,牙音,次清,送氣,支合3舒聲,ui,去,3,,,,,
2181,36,27,於僞,Øui3,餧,4.05寘,32,餧萎䍴𣨙,5,影,Ø,喉音,全清,發聲,支合3舒聲,ui,去,3,,,,,
2182,20,27,危睡,gui7,僞,4.05寘,33,僞,1,疑,g,牙音,次濁,收聲,支合3舒聲,ui,去,7,,,(偽),,
2183,37,27,況僞,hui3,毁,4.05寘,34,毁,1,曉,h,喉音,次清,送氣,支合3舒聲,ui,去,3,,,,,
2184,36,23,於避,Øi3,恚,4.05寘,35,恚㜇,2,影,Ø,喉音,全清,發聲,支開3舒聲,i,去,3,,,,,
2185,34,27,是僞,sui7,睡,4.05寘,36,睡瑞𨿠䅜,5,禪,s,正齒近齒頭,全濁,送氣,支合3舒聲,ui,去,7,,,,,
2186,17,23,居企,ki3,馶,4.05寘,37,馶翨,2,見,k,牙音,全清,發聲,支開3舒聲,i,去,3,,,,,
2187,42,27,而瑞,jui7,䄲,4.05寘,38,䄲,1,日,j,半齒,次濁,收聲,支合3舒聲,ui,去,7,,,,,
2188,29,23,充豉,chi3,卶,4.05寘,39,卶,1,昌,ch,正齒近舌上,次清,送氣,支開3舒聲,i,去,3,,,,,
2189,24,26,思累,sui3,䅗,4.05寘,40,䅗瀡,2,心,s,齒頭音,全清,送氣,支合3舒聲,ui,去,3,,,,,
2190,13,27,竹恚,tui3,娷,4.05寘,41,娷諈,2,知,t,舌上音,全清,發聲,支合3舒聲,ui,去,3,,,,,
2191,39,27,以睡,Øui7,瓗,4.05寘,42,瓗纗䜜贀,4,以,Ø,喉音,次濁,發聲,支合3舒聲,ui,去,7,,,,,
2192,16,27,女恚,lui7,諉,4.05寘,43,諉㨅㢻,3,娘,l,舌上音,次濁,收聲,支合3舒聲,ui,去,7,,,,,
2193,17,27,規恚,kui3,瞡,4.05寘,44,瞡,1,見,k,牙音,全清,發聲,支合3舒聲,ui,去,3,,,,,
2194,26,23,爭義,ci3,𧙁,4.05寘,45,𧙁𤿙,4,莊,c,正齒近齒頭,全清,發聲,支開3舒聲,i,去,3,,,,,
2195,37,27,呼恚,hui3,孈,4.05寘,46,孈,1,曉,h,喉音,次清,送氣,支合3舒聲,ui,去,3,,,,,
2196,18,23,卿義,khi3,㞆,4.05寘,47,㞆掎,2,溪,kh,牙音,次清,送氣,支開3舒聲,i,去,3,,,,,
2197,27,31,脂利,ci3,至,4.06至,1,至摯贄鷙礩䥍鴲懥䲀𩊝𩊞𢄢𡠗,17,章,c,正齒近舌上,全清,發聲,脂開3舒聲,i,去,3,𢄢應从執,,,,
2198,40,35,于愧,Øui7,位,4.06至,2,位,1,云,Ø,喉音,次濁,發聲,脂合3舒聲,ui,去,7,,,,,
2199,4,31,明祕,bi7,郿,4.06至,3,郿媚魅鬽篃蝞嚜䉋煝娓,10,明,b,重脣音,次濁,收聲,脂開3舒聲,i,去,7,,,,,
2200,25,35,徐醉,sui7,遂,4.06至,4,遂彗隧襚旞璲檖𣔾𤓫𤎩燧澻䡵鐆鐩穟𦼯蔧𦂁㒸𥝩穗䉌𩏚,31,邪,s,齒頭音,全濁,送氣,脂合3舒聲,ui,去,7,,,(𨎥),,
2201,21,35,將遂,cui3,醉,4.06至,5,醉檇,2,精,c,齒頭音,全清,發聲,脂合3舒聲,ui,去,3,,,,,
2202,24,35,雖遂,sui3,邃,4.06至,6,邃祟誶粹睟𠭥賥譢𢢝,11,心,s,齒頭音,全清,送氣,脂合3舒聲,ui,去,3,,,,,
2203,41,35,力遂,lui7,類,4.06至,7,類淚瓃𦝭垒蘱纍䇐禷,10,來,l,半舌,次濁,收聲,脂合3舒聲,ui,去,7,,,,,
2204,1,31,兵媚,pi3,祕,4.06至,8,祕毖閟轡柲鉍泌鄪費䀣䪐邲粊䉾𡛗,16,幫,p,重脣音,全清,發聲,脂開3舒聲,i,去,3,,,(秘),,
2205,19,35,求位,kui7,匱,4.06至,9,匱蕢臾饋餽𦆠櫃樻鞼簣𩌃,13,群,k,牙音,全濁,,脂合3舒聲,ui,去,7,,,臾(𠀐),,
2206,2,31,匹備,phi3,濞,4.06至,10,濞嚊䑄㿙𦤢淠,7,滂,ph,重脣音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2207,3,31,平祕,pi7,備,4.06至,11,備俻𤰇𤰈𡚤奰䑄糒犕絥鞴韍贔𣖾㣁𩇯㸢,22,並,p,重脣音,全濁,,脂開3舒聲,i,去,7,,,,,
2208,17,35,俱位,kui3,媿,4.06至,12,媿愧聭謉騩䁛,6,見,k,牙音,全清,發聲,脂合3舒聲,ui,去,3,,,餽螝頍,,
2209,32,35,所類,sui3,帥,4.06至,13,帥率,2,生,s,正齒近齒頭,全清,送氣,脂合3舒聲,ui,去,3,,,,,
2210,18,35,丘愧,khui3,喟,4.06至,14,喟嘳樻䯣䰎腃䙡尯𨌗,10,溪,kh,牙音,次清,送氣,脂合3舒聲,ui,去,3,,,,,
2211,37,35,許位,hui3,豷,4.06至,15,豷燹,2,曉,h,喉音,次清,送氣,脂合3舒聲,ui,去,3,,,,,
2212,34,31,常利,si7,嗜,4.06至,16,嗜𩜼醏視眎眂,7,禪,s,正齒近齒頭,全濁,送氣,脂開3舒聲,i,去,7,,,,,
2213,41,31,力至,li7,利,4.06至,17,利𥝤䬆莅涖痢䚕䇐,9,來,l,半舌,次濁,收聲,脂開3舒聲,i,去,7,,,(蒞),,
2214,16,31,女利,li7,膩,4.06至,18,膩𦡸䁊䣵,5,娘,l,舌上音,次濁,收聲,脂開3舒聲,i,去,7,,,,,
2215,2,31,匹寐,phi3,屁,4.06至,19,屁䊧,2,滂,ph,重脣音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2216,20,31,魚器,gi7,劓,4.06至,20,劓,1,疑,g,牙音,次濁,收聲,脂開3舒聲,i,去,7,,,,,
2217,13,31,陟利,ti3,致,4.06至,21,致懫疐𢷐𨆫躓𨎌輊騺䞃𣱐懥㨖質駤,19,知,t,舌上音,全清,發聲,脂開3舒聲,i,去,3,,,,,
2218,18,31,詰利,khi3,棄,4.06至,22,棄弃夡㞓蟿,5,溪,kh,牙音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2219,15,31,直利,ti7,緻,4.06至,23,緻稚遟稺𦃘𩹈治𠊷𢴧謘𩋩𦥐,18,澄,t,舌上音,全濁,,脂開3舒聲,i,去,7,,,,,
2220,4,31,彌二,bi7,寐,4.06至,24,寐媢,2,明,b,重脣音,次濁,收聲,脂開3舒聲,i,去,7,,,,,
2221,14,31,丑利,thi3,杘,4.06至,25,杘𣐉誺𦥊訵𡳭跮𧩼,12,徹,th,舌上音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2222,17,31,几利,ki3,冀,4.06至,26,冀兾覬穊驥𩥉洎懻,9,見,k,牙音,全清,發聲,脂開3舒聲,i,去,3,,,,,
2223,19,31,其冀,ki7,臮,4.06至,27,臮暨鱀洎垍塈𣽍,8,群,k,牙音,全濁,,脂開3舒聲,i,去,7,,,,,
2224,19,31,其季,ki7,悸,4.06至,28,悸𠊾猤痵𡬄,7,群,k,牙音,全濁,,脂開3舒聲,i,去,7,,,,,
2225,22,35,七醉,chui3,翠,4.06至,29,翠濢臎,3,清,ch,齒頭音,次清,送氣,脂合3舒聲,ui,去,3,,,,,
2226,42,31,而至,ji7,二,4.06至,30,二弍貳樲髶,5,日,j,半齒,次濁,收聲,脂開3舒聲,i,去,7,,,,,
2227,21,31,資四,ci3,恣,4.06至,31,恣𣣌,3,精,c,齒頭音,全清,發聲,脂開3舒聲,i,去,3,,,,,
2228,22,31,七四,chi3,次,4.06至,32,次䳐佽䰍絘𩾔𧊒𣣌䯸,12,清,ch,齒頭音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2229,36,31,乙兾,Øi3,懿,4.06至,33,懿饐㙪欭鷧撎亄,7,影,Ø,喉音,全清,發聲,脂開3舒聲,i,去,3,,,,,
2230,24,31,息利,si3,四,4.06至,34,四亖㊀肆𩬶柶泗牭𧳙㣈駟𦞤蕼肂,17,心,s,齒頭音,全清,送氣,脂開3舒聲,i,去,3,,「四」字古文未得,㣈/𨽼,㊀?,
2231,18,31,去冀,khi3,器,4.06至,35,器,1,溪,kh,牙音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2232,17,31,居悸,ki3,季,4.06至,36,季瞡,2,見,k,牙音,全清,發聲,脂開3舒聲,i,去,3,,,,,
2233,3,31,毗至,pi7,鼻,4.06至,37,鼻比枇𤹝坒襣䃾䫁䑄芘,11,並,p,重脣音,全濁,,脂開3舒聲,i,去,7,,,,,
2234,37,31,香季,hi3,䁤,4.06至,38,䁤婎睢,3,曉,h,喉音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2235,1,31,必至,pi3,痹,4.06至,39,痹畀庇𦸣䃾比,7,幫,p,重脣音,全清,發聲,脂開3舒聲,i,去,3,𦸣原作⿱艹𢈷,,,,
2236,23,35,秦醉,cui7,萃,4.06至,40,萃顇悴㱖䆊瘁,6,從,c,齒頭音,全濁,,脂合3舒聲,ui,去,7,,,,,
2237,11,31,徒四,ti7,地,4.06至,41,地墬,2,定,t,舌頭音,全濁,,脂開3舒聲,i,去,7,,,,,
2238,37,31,虚器,hi3,齂,4.06至,42,齂㕧屓呬𤡬䨳,7,曉,h,喉音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2239,39,31,羊至,Øi7,肄,4.06至,43,肄殔㡼貤勩隶㣇𥿫,9,以,Ø,喉音,次濁,發聲,脂開3舒聲,i,去,7,,,,,
2240,35,31,神至,si7,示,4.06至,44,示諡謚眎貤,5,船,s,正齒近舌上,全濁,送氣,脂開3舒聲,i,去,7,,,,,
2241,23,31,疾二,ci7,自,4.06至,45,自嫉,2,從,c,齒頭音,全濁,,脂開3舒聲,i,去,7,,,,,
2242,15,35,直類,tui7,墜,4.06至,46,墜懟鎚,3,澄,t,舌上音,全濁,,脂合3舒聲,ui,去,7,,,,,
2243,29,35,尺類,chui3,出,4.06至,47,出,1,昌,ch,正齒近舌上,次清,送氣,脂合3舒聲,ui,去,3,,,,,
2244,39,35,以醉,Øui7,遺,4.06至,48,遺𤀷𢣘蜼瞶𧔥䗽,10,以,Ø,喉音,次濁,發聲,脂合3舒聲,ui,去,7,,,,,
2245,37,31,火季,hi3,侐,4.06至,49,侐,1,曉,h,喉音,次清,送氣,脂開3舒聲,i,去,3,,,,,
2246,13,35,追萃,tui3,轛,4.06至,50,轛,1,知,t,舌上音,全清,發聲,脂合3舒聲,ui,去,3,,,,,
2247,29,31,充自,chi3,痓,4.06至,51,痓,1,昌,ch,正齒近舌上,次清,送氣,脂開3舒聲,i,去,3,,,,,
2248,33,31,矢利,si3,屍,4.06至,52,屍䛈,2,書,s,正齒近舌上,全清,送氣,脂開3舒聲,i,去,3,,,,,
2249,28,35,楚愧,chui3,㿷,4.06至,53,㿷,1,初,ch,正齒近齒頭,次清,送氣,脂合3舒聲,ui,去,3,,,,,
2250,33,35,釋類,sui3,㽷,4.06至,54,㽷𥤼,3,書,s,正齒近舌上,全清,送氣,脂合3舒聲,ui,去,3,,,,,
2251,27,39,職吏,ci3,志,4.07志,1,志娡䓌誌痣織識,7,章,c,正齒近舌上,全清,發聲,之開3舒聲,i,去,3,,,,,
2252,15,39,直吏,ti7,值,4.07志,2,值植治㨁𠍜,6,澄,t,舌上音,全濁,,之開3舒聲,i,去,7,,,,,
2253,25,39,祥吏,si7,寺,4.07志,3,寺嗣孠飤飼,5,邪,s,齒頭音,全濁,送氣,之開3舒聲,i,去,7,,,,,
2254,22,39,七吏,chi3,蛓,4.07志,4,蛓蚝螆𧉠,5,清,ch,齒頭音,次清,送氣,之開3舒聲,i,去,3,,,,,
2255,24,39,相吏,si3,笥,4.07志,5,笥伺思覗,4,心,s,齒頭音,全清,送氣,之開3舒聲,i,去,3,,,,,
2256,33,39,式吏,si3,試,4.07志,6,試弑幟僿,4,書,s,正齒近舌上,全清,送氣,之開3舒聲,i,去,3,,,,,
2257,26,39,側吏,ci3,胾,4.07志,7,胾椔事剚倳鶅,6,莊,c,正齒近齒頭,全清,發聲,之開3舒聲,i,去,3,,,(檣),,
2258,41,39,力置,li7,吏,4.07志,8,吏𢟤,3,來,l,半舌,次濁,收聲,之開3舒聲,i,去,7,,,,,
2259,23,39,疾置,ci7,字,4.07志,9,字牸孳茡芓孖,6,從,c,齒頭音,全濁,,之開3舒聲,i,去,7,,,,,
2260,14,39,丑吏,thi3,眙,4.07志,10,眙佁䰡𦥊誺,6,徹,th,舌上音,次清,送氣,之開3舒聲,i,去,3,,,,,
2261,42,39,仍吏,ji7,餌,4.07志,11,餌𩱓珥衈毦咡刵佴誀洱䎶㛅䏪䣵眲𦖢,18,日,j,半齒,次濁,收聲,之開3舒聲,i,去,7,,,,,
2262,32,39,踈吏,si3,𩢲,4.07志,12,𩢲駛𣳪𧳅𩰢𨽄使,12,生,s,正齒近齒頭,全清,送氣,之開3舒聲,i,去,3,,,,,
2263,28,39,初吏,chi3,廁,4.07志,13,廁,1,初,ch,正齒近齒頭,次清,送氣,之開3舒聲,i,去,3,,,,,
2264,39,39,羊吏,Øi7,異,4.07志,14,異异潩食巳䔬廙,7,以,Ø,喉音,次濁,發聲,之開3舒聲,i,去,7,,,巳(已),,
2265,13,39,陟吏,ti3,置,4.07志,15,置𢐂,3,知,t,舌上音,全清,發聲,之開3舒聲,i,去,3,,,,,
2266,34,39,時吏,si7,侍,4.07志,16,侍蒔秲,3,禪,s,正齒近齒頭,全濁,送氣,之開3舒聲,i,去,7,,,,,
2267,30,39,鉏吏,ci7,事,4.07志,17,事𩛌,3,崇,c,正齒近齒頭,全濁,,之開3舒聲,i,去,7,,,,,
2268,19,39,渠記,ki7,忌,4.07志,18,忌𨙬惎䋟鱀鵋𧳙誋諅梞畁帺𥭜,16,群,k,牙音,全濁,,之開3舒聲,i,去,7,,,,,
2269,29,39,昌志,chi3,熾,4.07志,19,熾饎𩜮糦幟𢨒哆埴,10,昌,ch,正齒近舌上,次清,送氣,之開3舒聲,i,去,3,𢨒或作⿰⿱立圼戈,,,,
2270,36,39,於記,Øi3,意,4.07志,20,意鷾𠃸䵝,5,影,Ø,喉音,全清,發聲,之開3舒聲,i,去,3,,,,,
2271,17,39,居吏,ki3,記,4.07志,21,記,1,見,k,牙音,全清,發聲,之開3舒聲,i,去,3,,,,,
2272,37,39,許記,hi3,憙,4.07志,22,憙嬉,2,曉,h,喉音,次清,送氣,之開3舒聲,i,去,3,,,,,
2273,20,39,魚記,gi7,䰯,4.07志,23,䰯豙㘈譺㽈儗,6,疑,g,牙音,次濁,收聲,之開3舒聲,i,去,7,,,,,
2274,18,39,去吏,khi3,亟,4.07志,24,亟唭䀈,3,溪,kh,牙音,次清,送氣,之開3舒聲,i,去,3,,,,,
2275,8,47,無沸,bui7,未,4.08未,1,未味菋𩑵䊊沬鮇𡶎,10,微,b,輕脣音,次濁,收聲,微合3舒聲,ui,去,7,,,,,
2276,17,47,居胃,kui3,貴,4.08未,2,貴瞶𠐽,4,見,k,牙音,全清,發聲,微合3舒聲,ui,去,3,,,,,
2277,40,47,于貴,Øui7,胃,4.08未,3,胃謂㥜媦𦩝緯彚蝟渭煟𩹂𨾂緭𢍚𦳢䬑圍,22,云,Ø,喉音,次濁,發聲,微合3舒聲,ui,去,7,,,(彙),,
2278,20,47,魚貴,gui7,魏,4.08未,4,魏犩,2,疑,g,牙音,次濁,收聲,微合3舒聲,ui,去,7,,,,,
2279,5,47,方味,hui3,沸,4.08未,5,沸疿芾茀誹鯡㹃𩰾𧙂䛍䟛,13,非,h,輕脣音,全清,發聲,微合3舒聲,ui,去,3,,,,,
2280,6,47,芳未,hui3,費,4.08未,6,費髴靅𣙿昲䊧,7,敷,h,輕脣音,次清,送氣,微合3舒聲,ui,去,3,,,,,
2281,18,47,丘畏,khui3,𥽂,4.08未,7,𥽂䙡𧝷,5,溪,kh,牙音,次清,送氣,微合3舒聲,ui,去,3,,,,,
2282,36,47,於胃,Øui3,尉,4.08未,8,尉㷉熨慰畏罻犚蔚螱𧕈褽䲁,13,影,Ø,喉音,全清,發聲,微合3舒聲,ui,去,3,,,,,
2283,37,47,許貴,hui3,諱,4.08未,9,諱卉芔泋,4,曉,h,喉音,次清,送氣,微合3舒聲,ui,去,3,,,,,
2284,7,47,扶沸,hui7,𥝋,4.08未,10,𥝋𤲳狒㵒腓怫菲屝蜚𧕿䨾翡𡌦萉𩇪痱䠊㔗䆏費𧌘𥄱黂蟦,31,奉,h,輕脣音,全濁,,微合3舒聲,ui,去,7,,,䀟,,
2285,17,43,居豙,ki3,旣,4.08未,11,旣曁禨漑𣢆旡蔇,8,見,k,牙音,全清,發聲,微開3舒聲,i,去,3,,,(既)(暨)(溉),,
2286,20,43,魚旣,gi7,毅,4.08未,12,毅𢖫豙𧅙藙顡䉨,9,疑,g,牙音,次濁,收聲,微開3舒聲,i,去,7,,,,,
2287,18,43,去旣,khi3,氣,4.08未,13,氣炁气盵䀈,5,溪,kh,牙音,次清,送氣,微開3舒聲,i,去,3,,,[汽],,
2288,37,43,許旣,hi3,欷,4.08未,14,欷唏塈愾氣餼䊠鎎𢟪熂黖霼摡䀈𧱲䮎犔忥,20,曉,h,喉音,次清,送氣,微開3舒聲,i,去,3,,,,,
2289,19,43,其旣,ki7,䤒,4.08未,15,䤒幾,2,群,k,牙音,全濁,,微開3舒聲,i,去,7,,,,,
2290,36,43,於旣,Øi3,衣,4.08未,16,衣,1,影,Ø,喉音,全清,發聲,微開3舒聲,i,去,3,,,,,
2291,20,51,牛倨,gi7,御,4.09御,1,御馭語,3,疑,g,牙音,次濁,收聲,魚開3舒聲,i,去,7,,,,,
2292,41,51,良倨,li7,慮,4.09御,2,慮勴𥶌𠣊鑢櫖𩥆𡾅𦊼,14,來,l,半舌,次濁,收聲,魚開3舒聲,i,去,7,,,,,
2293,17,51,居御,ki3,據,4.09御,3,據鋸倨踞椐鐻澽𧣻䱟豦,11,見,k,牙音,全清,發聲,魚開3舒聲,i,去,3,,,,,
2294,22,51,七慮,chi3,覰,4.09御,4,覰䁦刞坥䏣蜡,6,清,ch,齒頭音,次清,送氣,魚開3舒聲,i,去,3,,,(覷),,
2295,18,51,丘倨,khi3,㰦,4.09御,5,㰦去麮呿鼁胠㧁䒧𩿟,10,溪,kh,牙音,次清,送氣,魚開3舒聲,i,去,3,,,,,
2296,34,51,常恕,si7,署,4.09御,6,署藷薯曙,4,禪,s,正齒近齒頭,全濁,送氣,魚開3舒聲,i,去,7,,,,,
2297,33,51,商署,si3,恕,4.09御,7,恕庶樜㵂,4,書,s,正齒近舌上,全清,送氣,魚開3舒聲,i,去,3,,,,,
2298,13,51,陟慮,ti3,著,4.09御,8,著箸,2,知,t,舌上音,全清,發聲,魚開3舒聲,i,去,3,,,,,
2299,27,51,章恕,ci3,䬡,4.09御,9,䬡翥𤳯䭖䘄𢉙𤳐𡻠㫂,13,章,c,正齒近舌上,全清,發聲,魚開3舒聲,i,去,3,,,,,
2300,32,51,所去,si3,䟽,4.09御,10,䟽捒㫹,3,生,s,正齒近齒頭,全清,送氣,魚開3舒聲,i,去,3,,,(疏踈疎),,
2301,36,51,依倨,Øi3,飫,4.09御,11,飫𩜏瘀鄔醧𢮁淤菸棜𡫽,13,影,Ø,喉音,全清,發聲,魚開3舒聲,i,去,3,,,,,
2302,15,51,遟倨,ti7,箸,4.09御,12,箸筯㾻除,4,澄,t,舌上音,全濁,,魚開3舒聲,i,去,7,,,,,
2303,19,51,其據,ki7,遽,4.09御,13,遽勮詎醵澽,5,群,k,牙音,全濁,,魚開3舒聲,i,去,7,,,,,
2304,24,51,息據,si3,絮,4.09御,14,絮,1,心,s,齒頭音,全清,送氣,魚開3舒聲,i,去,3,,,,,
2305,31,51,牀據,ci7,助,4.09御,15,助耡麆,3,俟,c,正齒近舌上,全濁,送氣,魚開3舒聲,i,去,7,,,,,
2306,21,51,將預,ci3,怚,4.09御,16,怚沮,2,精,c,齒頭音,全清,發聲,魚開3舒聲,i,去,3,,,,,
2307,26,51,莊助,ci3,詛,4.09御,17,詛阻,2,莊,c,正齒近齒頭,全清,發聲,魚開3舒聲,i,去,3,,,,,
2308,42,51,人恕,ji7,洳,4.09御,18,洳茹如,3,日,j,半齒,次濁,收聲,魚開3舒聲,i,去,7,,,,,
2309,39,51,羊洳,Øi7,豫,4.09御,19,豫預譽礜𩦡輿鸒悆𪋮𣝑藇蕷穥𡱣忬歟悇與澦𡒊,25,以,Ø,喉音,次濁,發聲,魚開3舒聲,i,去,7,,,,,
2310,37,51,許御,hi3,噓,4.09御,20,噓,1,曉,h,喉音,次清,送氣,魚開3舒聲,i,去,3,,,,,
2311,16,51,尼據,li7,女,4.09御,21,女絮,2,娘,l,舌上音,次濁,收聲,魚開3舒聲,i,去,7,,,,,
2312,28,51,瘡據,chi3,楚,4.09御,22,楚儊,2,初,ch,正齒近齒頭,次清,送氣,魚開3舒聲,i,去,3,,,,,
2313,29,51,昌據,chi3,處,4.09御,23,處䖏,2,昌,ch,正齒近舌上,次清,送氣,魚開3舒聲,i,去,3,,,,,
2314,14,51,抽據,thi3,絮,4.09御,24,絮悇㾻,3,徹,th,舌上音,次清,送氣,魚開3舒聲,i,去,3,,,,,
2315,25,51,徐預,si7,𡲁,4.09御,25,𡲁,2,邪,s,齒頭音,全濁,送氣,魚開3舒聲,i,去,7,,,,,
2316,20,55,牛具,gu7,遇,4.10遇,1,遇寓庽媀𤸒禺䴁,8,疑,g,牙音,次濁,收聲,虞開3舒聲,u,去,7,,,,,
2317,36,55,衣遇,Øu3,嫗,4.10遇,2,嫗蓲饇,3,影,Ø,喉音,全清,發聲,虞開3舒聲,u,去,3,,,,,
2318,34,55,常句,su7,樹,4.10遇,3,樹𦒸澍尌𠊪,7,禪,s,正齒近齒頭,全濁,送氣,虞開3舒聲,u,去,7,,,,,
2319,15,55,持遇,tu7,住,4.10遇,4,住牏逗,3,澄,t,舌上音,全濁,,虞開3舒聲,u,去,7,,,,,
2320,7,55,符遇,hu7,附,4.10遇,5,附坿袝賻駙鮒䠵蚹跗𠪻胕,12,奉,h,輕脣音,全濁,,虞開3舒聲,u,去,7,,,,,
2321,27,55,之戍,cu3,注,4.10遇,6,注疰罜㹥鑄馵註炷澍霔㺛䎷祩𠴦䪒蛀,17,章,c,正齒近舌上,全清,發聲,虞開3舒聲,u,去,3,,,,,
2322,17,55,九遇,ku3,屨,4.10遇,7,屨句蒟絇瞿𥉁怐䈮邭䀠,11,見,k,牙音,全清,發聲,虞開3舒聲,u,去,3,,,,,
2323,37,55,香句,hu3,昫,4.10遇,8,昫煦酗呴姁𧏺,7,曉,h,喉音,次清,送氣,虞開3舒聲,u,去,3,,,,,
2324,33,55,傷遇,su3,戍,4.10遇,9,戍腧輸𧼯䩱隃䠼㲓,9,書,s,正齒近舌上,全清,送氣,虞開3舒聲,u,去,3,,,,,
2325,39,55,羊戍,Øu7,裕,4.10遇,10,裕䘱覦諭喻籲𣈯,8,以,Ø,喉音,次濁,發聲,虞開3舒聲,u,去,7,,,,,
2326,42,55,而遇,ju7,孺,4.10遇,11,孺𡦗擩㹘,5,日,j,半齒,次濁,收聲,虞開3舒聲,u,去,7,3？,,,,
2327,6,55,芳遇,hu3,赴,4.10遇,12,赴𠓗䞯䎷豧簠訃䞳仆䟔婏,12,敷,h,輕脣音,次清,送氣,虞開3舒聲,u,去,3,,,,,
2328,8,55,亡遇,bu7,務,4.10遇,13,務婺霧霚騖𦎦䨁蝥𨂣𦆞㡔嵍敄鶩,17,微,b,輕脣音,次濁,收聲,虞開3舒聲,u,去,7,,,,,
2329,21,55,子句,cu3,緅,4.10遇,14,緅足,2,精,c,齒頭音,全清,發聲,虞開3舒聲,u,去,3,,,,,
2330,19,55,其遇,ku7,懼,4.10遇,15,懼具埧臞,4,群,k,牙音,全濁,,虞開3舒聲,u,去,7,,,颶,,
2331,40,55,王遇,Øu7,芋,4.10遇,16,芋雨羽䨒吁,5,云,Ø,喉音,次濁,發聲,虞開3舒聲,u,去,7,,,,,
2332,23,55,才句,cu7,埾,4.10遇,17,埾聚,2,從,c,齒頭音,全濁,,虞開3舒聲,u,去,7,,,,,
2333,32,55,色句,su3,捒,4.10遇,18,捒數㡏,3,生,s,正齒近齒頭,全清,送氣,虞開3舒聲,u,去,3,,,,,
2334,5,55,方遇,hu3,付,4.10遇,19,付賦傅𩬙陚搏,7,非,h,輕脣音,全清,發聲,虞開3舒聲,u,去,3,,,[咐],,
2335,22,55,七句,chu3,娶,4.10遇,20,娶趣,2,清,ch,齒頭音,次清,送氣,虞開3舒聲,u,去,3,,,,,
2336,13,55,中句,tu3,註,4.10遇,21,註鉒駐軴住𨙔壴咮亍,10,知,t,舌上音,全清,發聲,虞開3舒聲,u,去,3,,,,,
2337,18,55,區遇,khu3,驅,4.10遇,22,驅𤛐,3,溪,kh,牙音,次清,送氣,虞開3舒聲,u,去,3,,,,,
2338,28,55,芻注,chu3,菆,4.10遇,23,菆䜴䐢,3,初,ch,正齒近齒頭,次清,送氣,虞開3舒聲,u,去,3,,,,,
