識別號,字,小韻切語,拼音,字義,上字表識別號,聲母,清濁,聲母拼音碼,小韻識別號,小韻字序,韻母,韻母拼音碼,調,四聲八調,拼音調號,備註
20823,圤,匹角,phak4,上同,14,滂,次清,ph,3273,8,覺,ak,入,清入,4,
20824,颮,匹角,phak4,颮颮紛紛衆多皃,14,滂,次清,ph,3273,9,覺,ak,入,清入,4,
20825,鞄,匹角,phak4,攻皮之工,14,滂,次清,ph,3273,10,覺,ak,入,清入,4,
20826,謈,匹角,phak4,自冤本蒲角切,14,滂,次清,ph,3273,11,覺,ak,入,清入,4,
20827,𤆝,匹角,phak4,火裂,14,滂,次清,ph,3273,12,覺,ak,入,清入,4,
20828,𥛟,匹角,phak4,玉篇云久視,14,滂,次清,ph,3273,13,覺,ak,入,清入,4,
20829,㺪,匹角,phak4,批㺪,14,滂,次清,ph,3273,14,覺,ak,入,清入,4,
20830,𧴤,匹角,phak4,盈財,14,滂,次清,ph,3273,15,覺,ak,入,清入,4,
20831,㱿,苦角,khak4,皮甲又說文曰从上擊下也一曰素也苦角切十九,2,溪,次清,kh,3274,1,覺,ak,入,清入,4,
20832,毃,苦角,khak4,毃打頭,2,溪,次清,kh,3274,2,覺,ak,入,清入,4,
20833,愨,苦角,khak4,謹也善也愿也誠也,2,溪,次清,kh,3274,3,覺,ak,入,清入,4,
20834,搉,苦角,khak4,擊也又音角,2,溪,次清,kh,3274,4,覺,ak,入,清入,4,
20835,確,苦角,khak4,靳固也或作碻,2,溪,次清,kh,3274,5,覺,ak,入,清入,4,
20836,碻,苦角,khak4,上同,2,溪,次清,kh,3274,6,覺,ak,入,清入,4,
20837,𤿩,苦角,khak4,𥀣𤿩皮乾,2,溪,次清,kh,3274,7,覺,ak,入,清入,4,
20838,㲉,苦角,khak4,鳥𡖉,2,溪,次清,kh,3274,8,覺,ak,入,清入,4,
20839,觳,苦角,khak4,盛脂器也,2,溪,次清,kh,3274,9,覺,ak,入,清入,4,
20840,燩,苦角,khak4,廣雅云火乾物,2,溪,次清,kh,3274,10,覺,ak,入,清入,4,
20841,嶨,苦角,khak4,爾雅云山多大石嶨,2,溪,次清,kh,3274,11,覺,ak,入,清入,4,
20842,礐,苦角,khak4,上同,2,溪,次清,kh,3274,12,覺,ak,入,清入,4,
20843,塙,苦角,khak4,髙也,2,溪,次清,kh,3274,13,覺,ak,入,清入,4,
20844,𣤇,苦角,khak4,上同,2,溪,次清,kh,3274,14,覺,ak,入,清入,4,
20845,◫隺犬,苦角,khak4,至也髙也,2,溪,次清,kh,3274,15,覺,ak,入,清入,4,
20846,硞,苦角,khak4,固也,2,溪,次清,kh,3274,16,覺,ak,入,清入,4,
20847,𡴊,苦角,khak4,至也髙也,2,溪,次清,kh,3274,17,覺,ak,入,清入,4,
20848,埆,苦角,khak4,墝埆不平,2,溪,次清,kh,3274,18,覺,ak,入,清入,4,
20849,𡇱,苦角,khak4,鞭聲,2,溪,次清,kh,3274,19,覺,ak,入,清入,4,
20850,濁,直角,tak8,不淸也又姓漢書貨殖傳云濁氏以胃脯而連騎直角切十六,11,澄,全濁,t,3275,1,覺,ak,入,濁入,8,
20851,擢,直角,tak8,拔也抽也出也,11,澄,全濁,t,3275,2,覺,ak,入,濁入,8,
20852,濯,直角,tak8,澣濯又姓風俗通云濯輯之後,11,澄,全濁,t,3275,3,覺,ak,入,濁入,8,
20853,鵫,直角,tak8,白鵫鳥,11,澄,全濁,t,3275,4,覺,ak,入,濁入,8,
20854,嬥,直角,tak8,直好皃,11,澄,全濁,t,3275,5,覺,ak,入,濁入,8,
20855,𧃔,直角,tak8,蒴𧃔,11,澄,全濁,t,3275,6,覺,ak,入,濁入,8,
20856,鐲,直角,tak8,似鈴又音蜀[𢺡/欘],11,澄,全濁,t,3275,7,覺,ak,入,濁入,8,
20857,𢺡,直角,tak8,獸名,11,澄,全濁,t,3275,8,覺,ak,入,濁入,8,
20858,㺟,直角,tak8,獸名,11,澄,全濁,t,3275,9,覺,ak,入,濁入,8,
20859,鸀,直角,tak8,小鳥似烏赤喙出西方,11,澄,全濁,t,3275,10,覺,ak,入,濁入,8,
20860,蠗,直角,tak8,小蜃名,11,澄,全濁,t,3275,11,覺,ak,入,濁入,8,
20861,鸐,直角,tak8,山雉長尾,11,澄,全濁,t,3275,12,覺,ak,入,濁入,8,
20862,𩑂,直角,tak8,龍𩑂,11,澄,全濁,t,3275,13,覺,ak,入,濁入,8,
20863,𢢗,直角,tak8,不安,11,澄,全濁,t,3275,14,覺,ak,入,濁入,8,
20864,𩆸,直角,tak8,大雨𩆸𩆸,11,澄,全濁,t,3275,15,覺,ak,入,濁入,8,
20865,㪬,直角,tak8,築也春也本又敕角切,11,澄,全濁,t,3275,16,覺,ak,入,濁入,8,
20866,渥,於角,ak4,霑濡於角切十七,35,影,全清,Ø,3276,1,覺,ak,入,清入,4,
20867,握,於角,ak4,持也,35,影,全清,Ø,3276,2,覺,ak,入,清入,4,
20868,偓,於角,ak4,偓促又姓列仙傳有偓佺,35,影,全清,Ø,3276,3,覺,ak,入,清入,4,
20869,箹,於角,ak4,小籥,35,影,全清,Ø,3276,4,覺,ak,入,清入,4,
20870,幄,於角,ak4,大帷三禮圖曰在上曰弈四旁及上曰帷上下四旁悉周曰幄,35,影,全清,Ø,3276,5,覺,ak,入,清入,4,
20871,楃,於角,ak4,說文曰木帳也,35,影,全清,Ø,3276,6,覺,ak,入,清入,4,
20872,喔,於角,ak4,鷄聲又喔咿強顔皃,35,影,全清,Ø,3276,7,覺,ak,入,清入,4,
20873,鷽,於角,ak4,山鵲又音學,35,影,全清,Ø,3276,8,覺,ak,入,清入,4,
20874,葯,於角,ak4,白芷也,35,影,全清,Ø,3276,9,覺,ak,入,清入,4,
20875,腛,於角,ak4,厚脂,35,影,全清,Ø,3276,10,覺,ak,入,清入,4,
20876,𪑱,於角,ak4,刑也又作剭,35,影,全清,Ø,3276,11,覺,ak,入,清入,4,
20877,齷,於角,ak4,齷𪘏齒相近,35,影,全清,Ø,3276,12,覺,ak,入,清入,4,
20878,媉,於角,ak4,好皃,35,影,全清,Ø,3276,13,覺,ak,入,清入,4,
20879,𦯏,於角,ak4,英蒻,35,影,全清,Ø,3276,14,覺,ak,入,清入,4,
20880,龏,於角,ak4,燭蔽,35,影,全清,Ø,3276,15,覺,ak,入,清入,4,
20881,𠿟,於角,ak4,誇聲也,35,影,全清,Ø,3276,16,覺,ak,入,清入,4,
20882,䮸,於角,ak4,馬腹丁鳴,35,影,全清,Ø,3276,17,覺,ak,入,清入,4,
20883,搦,女角,nak8,持也女角切又女厄切六,12,娘,次濁,n,3277,1,覺,ak,入,濁入,8,
20884,掉,女角,nak8,[搖/正]也又杖弔切,12,娘,次濁,n,3277,2,覺,ak,入,濁入,8,
20885,䚥,女角,nak8,屋角一曰調弓也,12,娘,次濁,n,3277,3,覺,ak,入,濁入,8,
20886,𧢺,女角,nak8,上同,12,娘,次濁,n,3277,4,覺,ak,入,濁入,8,
20887,搙,女角,nak8,揾也,12,娘,次濁,n,3277,5,覺,ak,入,濁入,8,
20888,𧣺,女角,nak8,握也,12,娘,次濁,n,3277,6,覺,ak,入,濁入,8,
20889,逴,敕角,thak4,遠也一曰驚走又作趠敕角切五,10,徹,次清,th,3278,1,覺,ak,入,清入,4,
20890,趠,敕角,thak4,上同,10,徹,次清,th,3278,2,覺,ak,入,清入,4,
20891,晫,敕角,thak4,明也,10,徹,次清,th,3278,3,覺,ak,入,清入,4,
20892,踔,敕角,thak4,跛也,10,徹,次清,th,3278,4,覺,ak,入,清入,4,
20893,㪬,敕角,thak4,授也刺也㪬敊痛也敊丑六切,10,徹,次清,th,3278,5,覺,ak,入,清入,4,
20894,犖,吕角,lak8,駁犖牛雜色又卓犖也吕角切三,40,來,次濁,l,3279,1,覺,ak,入,濁入,8,
20895,䃕,吕角,lak8,䃕確石相扣聲,40,來,次濁,l,3279,2,覺,ak,入,濁入,8,
20896,𡁆,吕角,lak8,啅𡁆有才辯俗,40,來,次濁,l,3279,3,覺,ak,入,濁入,8,
20897,學,胡覺,hak8,說文與斆同覺悟也斆今音效又姓出姓苑胡覺切九,37,匣,全濁,h,3280,1,覺,ak,入,濁入,8,
20898,确,胡覺,hak8,磽确說文曰礊石也,37,匣,全濁,h,3280,2,覺,ak,入,濁入,8,
20899,嶨,胡覺,hak8,山多大石又音㱿亦作礐,37,匣,全濁,h,3280,3,覺,ak,入,濁入,8,
20900,𥀣,胡覺,hak8,𥀣𤿩,37,匣,全濁,h,3280,4,覺,ak,入,濁入,8,
20901,鷽,胡覺,hak8,山鵲赤喙長尾知來而不知往,37,匣,全濁,h,3280,5,覺,ak,入,濁入,8,
20902,澩,胡覺,hak8,涸泉,37,匣,全濁,h,3280,6,覺,ak,入,濁入,8,
20903,觷,胡覺,hak8,治角之工,37,匣,全濁,h,3280,7,覺,ak,入,濁入,8,
20904,㿥,胡覺,hak8,鳥白又胡沃切,37,匣,全濁,h,3280,8,覺,ak,入,濁入,8,
20905,翯,胡覺,hak8,鳥肥澤,37,匣,全濁,h,3280,9,覺,ak,入,濁入,8,
20906,㕰,許角,hak4,怒聲許角切十,36,曉,次清,h,3281,1,覺,ak,入,清入,4,
20907,豿,許角,hak4,[豿/豞]豕聲,36,曉,次清,h,3281,2,覺,ak,入,清入,4,
20908,𩌥,許角,hak4,急束,36,曉,次清,h,3281,3,覺,ak,入,清入,4,
20909,翯,許角,hak4,鳥肥澤,36,曉,次清,h,3281,4,覺,ak,入,清入,4,
20910,嗀,許角,hak4,歐吐左傳褚師聲子韤而登席公怒辭曰臣有足疾君將㱿之說文从口,36,曉,次清,h,3281,5,覺,ak,入,清入,4,
20911,𦰾,許角,hak4,草聲,36,曉,次清,h,3281,6,覺,ak,入,清入,4,
20912,謞,許角,hak4,讒慝,36,曉,次清,h,3281,7,覺,ak,入,清入,4,
20913,瀥,許角,hak4,瀥瀑水涌,36,曉,次清,h,3281,8,覺,ak,入,清入,4,
20914,䤕,許角,hak4,醋味,36,曉,次清,h,3281,9,覺,ak,入,清入,4,
20915,滈,許角,hak4,水皃,36,曉,次清,h,3281,10,覺,ak,入,清入,4,
20916,娖,測角,cak4,辯也測角切八,27,初,次清,c,3282,1,覺,ak,入,清入,4,
20917,䃗,測角,cak4,䃗礫,27,初,次清,c,3282,2,覺,ak,入,清入,4,
20918,𪘏,測角,cak4,齒相近聲,27,初,次清,c,3282,3,覺,ak,入,清入,4,
20919,娕,測角,cak4,恭謹皃,27,初,次清,c,3282,4,覺,ak,入,清入,4,
20920,擉,測角,cak4,司馬彪注莊子云擉鼈刺鼈又音踔,27,初,次清,c,3282,5,覺,ak,入,清入,4,
20921,齱,測角,cak4,漢書云握齱急促也,27,初,次清,c,3282,6,覺,ak,入,清入,4,
20922,𥭓,測角,cak4,軬帶,27,初,次清,c,3282,7,覺,ak,入,清入,4,
20923,齪,測角,cak4,開孔具,27,初,次清,c,3282,8,覺,ak,入,清入,4,
20924,質,之日,zit4,朴也主也信也平也謹也正也又姓漢書貨殖傳云質氏以洒削而鼎食注云理刀劒也之日切又音致十五,30,照,全清,z,3283,1,質開,it,入,清入,4,
20925,晊,之日,zit4,大也,30,照,全清,z,3283,2,質開,it,入,清入,4,
20926,郅,之日,zit4,郁郅古縣名又姓漢有郅都,30,照,全清,z,3283,3,質開,it,入,清入,4,
20927,桎,之日,zit4,桎梏在足曰桎,30,照,全清,z,3283,4,質開,it,入,清入,4,
20928,櫍,之日,zit4,椹行刑用斧櫍,30,照,全清,z,3283,5,質開,it,入,清入,4,
20929,蛭,之日,zit4,水蛭博物志曰水蛭三斷而成三物,30,照,全清,z,3283,6,質開,it,入,清入,4,
20930,騭,之日,zit4,䭸馬又書曰惟天隂騭下民傳云騭定也,30,照,全清,z,3283,7,質開,it,入,清入,4,
20931,劕,之日,zit4,劕劑劵也長曰劕短曰劑周禮作質劑,30,照,全清,z,3283,8,質開,it,入,清入,4,
20932,銍,之日,zit4,縣名,30,照,全清,z,3283,9,質開,it,入,清入,4,
20933,䑇,之日,zit4,䑇䏷刀箭瘡藥,30,照,全清,z,3283,10,質開,it,入,清入,4,
20934,鑕,之日,zit4,斧也,30,照,全清,z,3283,11,質開,it,入,清入,4,
20935,𡂒,之日,zit4,野人之言,30,照,全清,z,3283,12,質開,it,入,清入,4,
20936,懫,之日,zit4,止也,30,照,全清,z,3283,13,質開,it,入,清入,4,
20937,礩,之日,zit4,柱下石也,30,照,全清,z,3283,14,質開,it,入,清入,4,
20938,侄,之日,zit4,堅也又牢,30,照,全清,z,3283,15,質開,it,入,清入,4,
20939,日,人質,jit8,說文曰實也太陽精不虧从口一象形人質切五,41,日,次濁,j,3284,1,質開,it,入,濁入,8,
20940,馹,人質,jit8,驛傳也,41,日,次濁,j,3284,2,質開,it,入,濁入,8,
20941,衵,人質,jit8,女人近身衣又女乙切,41,日,次濁,j,3284,3,質開,it,入,濁入,8,
20942,㠴,人質,jit8,枕巾也,41,日,次濁,j,3284,4,質開,it,入,濁入,8,
20943,臸,人質,jit8,到也,41,日,次濁,j,3284,5,質開,it,入,濁入,8,
20944,實,神質,sit8,滿也誠也神質切一,32,神,全濁,s,3285,1,質開,it,入,濁入,8,
20945,秩,直一,tit8,積也次也常也序也書曰望秩于山川直一切十二,11,澄,全濁,t,3286,1,質開,it,入,濁入,8,
20946,紩,直一,tit8,縫紩,11,澄,全濁,t,3286,2,質開,it,入,濁入,8,
20947,帙,直一,tit8,書帙亦謂之書衣又姓出纂文,11,澄,全濁,t,3286,3,質開,it,入,濁入,8,
20948,袠,直一,tit8,上同,11,澄,全濁,t,3286,4,質開,it,入,濁入,8,
20949,柣,直一,tit8,門限,11,澄,全濁,t,3286,5,質開,it,入,濁入,8,
20950,翐,直一,tit8,翐翐飛皃,11,澄,全濁,t,3286,6,質開,it,入,濁入,8,
20951,姪,直一,tit8,兄弟之子又音迭,11,澄,全濁,t,3286,7,質開,it,入,濁入,8,
20952,妷,直一,tit8,上同,11,澄,全濁,t,3286,8,質開,it,入,濁入,8,
20953,豑,直一,tit8,說文云爵之次弟也,11,澄,全濁,t,3286,9,質開,it,入,濁入,8,
20954,𣗻,直一,tit8,帆索,11,澄,全濁,t,3286,10,質開,it,入,濁入,8,
20955,𧽮,直一,tit8,走皃,11,澄,全濁,t,3286,11,質開,it,入,濁入,8,
20956,𡙮,直一,tit8,大也,11,澄,全濁,t,3286,12,質開,it,入,濁入,8,
20957,悉,息七,sit4,說文云詳盡也息七切九,24,心,全清,s,3287,1,質開,it,入,清入,4,
20958,厀,息七,sit4,說文曰脛節也,24,心,全清,s,3287,2,質開,it,入,清入,4,
20959,膝,息七,sit4,上同,24,心,全清,s,3287,3,質開,it,入,清入,4,
20960,蟋,息七,sit4,蟋蟀蛬也,24,心,全清,s,3287,4,質開,it,入,清入,4,
20961,𧀬,息七,sit4,牛𧀬又作𦸝本草作膝,24,心,全清,s,3287,5,質開,it,入,清入,4,
20962,𦸝,息七,sit4,上同,24,心,全清,s,3287,6,質開,it,入,清入,4,
20963,䊝,息七,sit4,䊝𥻦聲,24,心,全清,s,3287,7,質開,it,入,清入,4,
20964,僁,息七,sit4,上同,24,心,全清,s,3287,8,質開,it,入,清入,4,
20965,窸,息七,sit4,從穴出也,24,心,全清,s,3287,9,質開,it,入,清入,4,
20966,一,於悉,it4,數之始也物之極也同也少也初也又虜三字姓後魏書一那婁氏後改爲婁氏於悉切三,35,影,全清,Ø,3288,1,質開,it,入,清入,4,
20967,弌,於悉,it4,古文,35,影,全清,Ø,3288,2,質開,it,入,清入,4,
20968,壹,於悉,it4,專壹又合也誠也輩也醇也又虜三字姓後魏書云壹斗眷氏後改爲明氏,35,影,全清,Ø,3288,3,質開,it,入,清入,4,
20969,七,親吉,cit4,數也親吉切十,22,清,次清,c,3289,1,質開,it,入,清入,4,
20970,漆,親吉,cit4,水名在岐又姓古有漆沈爲魯相何氏姓苑云今豫章人又漢複姓孔子弟子漆彫開,22,清,次清,c,3289,2,質開,it,入,清入,4,
20971,柒,親吉,cit4,俗餘倣此,22,清,次清,c,3289,3,質開,it,入,清入,4,
20972,䣛,親吉,cit4,地名在齊,22,清,次清,c,3289,4,質開,it,入,清入,4,
20973,𪄭,親吉,cit4,鳥名,22,清,次清,c,3289,5,質開,it,入,清入,4,
20974,桼,親吉,cit4,膠桼說文曰木汁可以䰍物从木象形桼如水滴而下也經典通用漆,22,清,次清,c,3289,6,質開,it,入,清入,4,
20975,⌸艹大雨,親吉,cit4,俗,22,清,次清,c,3289,7,質開,it,入,清入,4,
20976,𣛺,親吉,cit4,木名可爲杖也,22,清,次清,c,3289,8,質開,it,入,清入,4,
20977,𦸓,親吉,cit4,草似蘇也,22,清,次清,c,3289,9,質開,it,入,清入,4,
20978,㯃,親吉,cit4,秦有㯃娥臺,22,清,次清,c,3289,10,質開,it,入,清入,4,
20979,匹,譬吉,phit4,偶也配也合也二也說文云四丈也从八匸八揲一四俗作疋譬吉切四,14,滂,次清,ph,3290,1,質開,it,入,清入,4,
20980,鷝,譬吉,phit4,鴨鶋鳥,14,滂,次清,ph,3290,2,質開,it,入,清入,4,
20981,𠯔,譬吉,phit4,𠯔𠯔唾也,14,滂,次清,ph,3290,3,質開,it,入,清入,4,
20982,䏘,譬吉,phit4,牝䏘,14,滂,次清,ph,3290,4,質開,it,入,清入,4,
20983,吉,居質,kit4,吉利又姓出馮翊尹吉甫之後漢有漢中太守吉恪居質切八,1,見,全清,k,3291,1,質開,it,入,清入,4,
20984,趌,居質,kit4,趌𧼨怒走也,1,見,全清,k,3291,2,質開,it,入,清入,4,
20985,狤,居質,kit4,狂也,1,見,全清,k,3291,3,質開,it,入,清入,4,
20986,拮,居質,kit4,拮据手病詩傳云拮据撠挶也又音結,1,見,全清,k,3291,4,質開,it,入,清入,4,
20987,𧾢,居質,kit4,走意,1,見,全清,k,3291,5,質開,it,入,清入,4,
20988,郆,居質,kit4,郆成山,1,見,全清,k,3291,6,質開,it,入,清入,4,
20989,洁,居質,kit4,水名,1,見,全清,k,3291,7,質開,it,入,清入,4,
20990,𤿠,居質,kit4,黒𤿠,1,見,全清,k,3291,8,質開,it,入,清入,4,
20991,暱,尼質,nit8,近也尼質切七,12,娘,次濁,n,3292,1,質開,it,入,濁入,8,
20992,昵,尼質,nit8,上同,12,娘,次濁,n,3292,2,質開,it,入,濁入,8,
20993,衵,尼質,nit8,近身服,12,娘,次濁,n,3292,3,質開,it,入,濁入,8,
20994,䵒,尼質,nit8,膠䵒,12,娘,次濁,n,3292,4,質開,it,入,濁入,8,
20995,䵑,尼質,nit8,上同,12,娘,次濁,n,3292,5,質開,it,入,濁入,8,
20996,䘌,尼質,nit8,小[蟲/蝱],12,娘,次濁,n,3292,6,質開,it,入,濁入,8,
20997,㥾,尼質,nit8,愧㥾,12,娘,次濁,n,3292,7,質開,it,入,濁入,8,
20998,逸,夷質,it8,過也縱也奔也說文曰失也从辵从兔兔謾訑善逃也夷質切十二,39,喻,次濁,Ø,3293,1,質開,it,入,濁入,8,
20999,佚,夷質,it8,佚樂,39,喻,次濁,Ø,3293,2,質開,it,入,濁入,8,
21000,佾,夷質,it8,八佾之舞佾行列也,39,喻,次濁,Ø,3293,3,質開,it,入,濁入,8,
21001,溢,夷質,it8,滿溢,39,喻,次濁,Ø,3293,4,質開,it,入,濁入,8,
21002,軼,夷質,it8,車過又突也又同結切,39,喻,次濁,Ø,3293,5,質開,it,入,濁入,8,
21003,鎰,夷質,it8,國語云二十四兩爲鎰又禮曰朝一溢米注謂二十兩曰溢,39,喻,次濁,Ø,3293,6,質開,it,入,濁入,8,
21004,泆,夷質,it8,淫泆,39,喻,次濁,Ø,3293,7,質開,it,入,濁入,8,
21005,齸,夷質,it8,廣雅云麋鹿受食處,39,喻,次濁,Ø,3293,8,質開,it,入,濁入,8,
21006,劮,夷質,it8,劮豫,39,喻,次濁,Ø,3293,9,質開,it,入,濁入,8,
21007,欥,夷質,it8,[欥/◫曰欠]辝也,39,喻,次濁,Ø,3293,10,質開,it,入,濁入,8,
21008,䭿,夷質,it8,馬足疾,39,喻,次濁,Ø,3293,11,質開,it,入,濁入,8,
21009,䳀,夷質,it8,餔叔鳥也,39,喻,次濁,Ø,3293,12,質開,it,入,濁入,8,
21010,詰,去吉,khit4,問也責讓也去吉切四,2,溪,次清,kh,3294,1,質開,it,入,清入,4,
21011,蛣,去吉,khit4,蛣蜣蜣蜋又蛣𧌑蝎也,2,溪,次清,kh,3294,2,質開,it,入,清入,4,
21012,𩢴,去吉,khit4,馬色,2,溪,次清,kh,3294,3,質開,it,入,清入,4,
21013,趌,去吉,khit4,趌𧼨怒走也又音吉,2,溪,次清,kh,3294,4,質開,it,入,清入,4,
21014,欯,許吉,hit4,𥬇也許吉切五,36,曉,次清,h,3295,1,質開,it,入,清入,4,
21015,欪,許吉,hit4,訶也又丑律切,36,曉,次清,h,3295,2,質開,it,入,清入,4,
21016,咭,許吉,hit4,𥬇又巨吉切,36,曉,次清,h,3295,3,質開,it,入,清入,4,
21017,恄,許吉,hit4,怖也,36,曉,次清,h,3295,4,質開,it,入,清入,4,
21018,㣟,許吉,hit4,行也,36,曉,次清,h,3295,5,質開,it,入,清入,4,
21019,抶,丑栗,thit4,打也丑栗切四,10,徹,次清,th,3296,1,質開,it,入,清入,4,
21020,咥,丑栗,thit4,𥬇也,10,徹,次清,th,3296,2,質開,it,入,清入,4,
21021,眣,丑栗,thit4,目不正也,10,徹,次清,th,3296,3,質開,it,入,清入,4,
21022,跮,丑栗,thit4,◫⻊無也又丑利切,10,徹,次清,th,3296,4,質開,it,入,清入,4,
21023,栗,力質,lit8,堅也又果木也漢書曰燕秦千樹栗其人與千户侯等又姓漢長安富室有栗氏力質切十九,40,來,次濁,l,3297,1,質開,it,入,濁入,8,
21024,㮚,力質,lit8,上同說文作此,40,來,次濁,l,3297,2,質開,it,入,濁入,8,
21025,𣡷,力質,lit8,古文,40,來,次濁,l,3297,3,質開,it,入,濁入,8,
21026,慄,力質,lit8,戰慄懼也,40,來,次濁,l,3297,4,質開,it,入,濁入,8,
21027,溧,力質,lit8,溧水縣在宣州,40,來,次濁,l,3297,5,質開,it,入,濁入,8,
21028,䬆,力質,lit8,䬆䬆暴風,40,來,次濁,l,3297,6,質開,it,入,濁入,8,
21029,𠞉,力質,lit8,斷也削也,40,來,次濁,l,3297,7,質開,it,入,濁入,8,
21030,鷅,力質,lit8,鶹鷅流離鳥,40,來,次濁,l,3297,8,質開,it,入,濁入,8,
21031,凓,力質,lit8,凓冽寒風,40,來,次濁,l,3297,9,質開,it,入,濁入,8,
21032,篥,力質,lit8,觱篥胡樂,40,來,次濁,l,3297,10,質開,it,入,濁入,8,
21033,麜,力質,lit8,麕牡麌牝麜也,40,來,次濁,l,3297,11,質開,it,入,濁入,8,
21034,𨍫,力質,lit8,車聲,40,來,次濁,l,3297,12,質開,it,入,濁入,8,
21035,瑮,力質,lit8,玉之英華羅列皃,40,來,次濁,l,3297,13,質開,it,入,濁入,8,
21036,𦃊,力質,lit8,蒸栗色綵,40,來,次濁,l,3297,14,質開,it,入,濁入,8,
21037,塛,力質,lit8,塞也,40,來,次濁,l,3297,15,質開,it,入,濁入,8,
21038,搮,力質,lit8,以手理物,40,來,次濁,l,3297,16,質開,it,入,濁入,8,
21039,䔁,力質,lit8,草名,40,來,次濁,l,3297,17,質開,it,入,濁入,8,
21040,㗚,力質,lit8,嘍㗚言不了也,40,來,次濁,l,3297,18,質開,it,入,濁入,8,
21041,㟳,力質,lit8,山名,40,來,次濁,l,3297,19,質開,it,入,濁入,8,
21042,窒,陟栗,tit4,窒塞也陟栗切又丁結切十二,9,知,全清,t,3298,1,質開,it,入,清入,4,
21043,挃,陟栗,tit4,撞挃,9,知,全清,t,3298,2,質開,it,入,清入,4,
21044,庢,陟栗,tit4,盩庢縣在京兆,9,知,全清,t,3298,3,質開,it,入,清入,4,
21045,銍,陟栗,tit4,刈也說文曰穫禾短鐮也又古縣名在譙,9,知,全清,t,3298,4,質開,it,入,清入,4,
21046,秷,陟栗,tit4,刈禾聲,9,知,全清,t,3298,5,質開,it,入,清入,4,
21047,𦤻,陟栗,tit4,𠍹𦤻愛觸忤人也,9,知,全清,t,3298,6,質開,it,入,清入,4,
21048,㲳,陟栗,tit4,手拔物也,9,知,全清,t,3298,7,質開,it,入,清入,4,
21049,㗧,陟栗,tit4,㗧咄吐呵也,9,知,全清,t,3298,8,質開,it,入,清入,4,
21050,𪗻,陟栗,tit4,齧聲,9,知,全清,t,3298,9,質開,it,入,清入,4,
21051,𨖹,陟栗,tit4,近也,9,知,全清,t,3298,10,質開,it,入,清入,4,
21052,螲,陟栗,tit4,螻蛄,9,知,全清,t,3298,11,質開,it,入,清入,4,
21053,𥎹,陟栗,tit4,短也,9,知,全清,t,3298,12,質開,it,入,清入,4,
21054,疾,秦悉,zit8,病也急也秦悉切十一,23,從,全濁,z,3299,1,質開,it,入,濁入,8,
21055,𤕺,秦悉,zit8,籀文,23,從,全濁,z,3299,2,質開,it,入,濁入,8,
21056,嫉,秦悉,zit8,嫉妬楚詞注云害賢曰嫉害色曰妬,23,從,全濁,z,3299,3,質開,it,入,濁入,8,
21057,蒺,秦悉,zit8,蒺䔧,23,從,全濁,z,3299,4,質開,it,入,濁入,8,
21058,㑵,秦悉,zit8,廣雅云賊也,23,從,全濁,z,3299,5,質開,it,入,濁入,8,
21059,𧎿,秦悉,zit8,爾雅云蒺䔧蝍蛆郭璞云似蝗大腹長角能食蛇腦亦作𧎿䖿,23,從,全濁,z,3299,6,質開,it,入,濁入,8,
21060,揤,秦悉,zit8,揤拭,23,從,全濁,z,3299,7,質開,it,入,濁入,8,
21061,愱,秦悉,zit8,愱毒苦也,23,從,全濁,z,3299,8,質開,it,入,濁入,8,
21062,槉,秦悉,zit8,屋枅,23,從,全濁,z,3299,9,質開,it,入,濁入,8,
21063,𠹋,秦悉,zit8,就𠹋,23,從,全濁,z,3299,10,質開,it,入,濁入,8,
21064,𧪠,秦悉,zit8,語急,23,從,全濁,z,3299,11,質開,it,入,濁入,8,
21065,㓼,初栗,cit4,割聲也初栗切四,27,初,次清,c,3300,1,櫛,it,入,清入,4,
21066,𠞩,初栗,cit4,上同,27,初,次清,c,3300,2,櫛,it,入,清入,4,
21067,𪘧,初栗,cit4,齚也,27,初,次清,c,3300,3,櫛,it,入,清入,4,
21068,䜉,初栗,cit4,謅䜉隂私語也,27,初,次清,c,3300,4,櫛,it,入,清入,4,
21069,失,式質,sit4,錯也縱也式質切三,33,審,全清,s,3301,1,質開,it,入,清入,4,
21070,室,式質,sit4,房也易曰穴居而野處後丗聖人易之以宫室釋名曰室實也人物實滿其中也周書曰黃帝始作宫窒呂氏春秋曰髙元作宫室[二/也],33,審,全清,s,3301,2,質開,it,入,清入,4,
21071,𩋡,式質,sit4,刀𩋡,33,審,全清,s,3301,3,質開,it,入,清入,4,
21072,堲,資悉,zit4,夏后氏堲周燒土葬也資悉切八,21,精,全清,z,3302,1,質開,it,入,清入,4,
21073,㘍,資悉,zit4,鼠聲,21,精,全清,z,3302,2,質開,it,入,清入,4,
21074,唧,資悉,zit4,啾唧聲,21,精,全清,z,3302,3,質開,it,入,清入,4,
21075,㲺,資悉,zit4,濳水,21,精,全清,z,3302,4,質開,it,入,清入,4,
21076,𢪍,資悉,zit4,𢪍摘,21,精,全清,z,3302,5,質開,it,入,清入,4,
21077,𧉍,資悉,zit4,蜻蛚別名,21,精,全清,z,3302,6,質開,it,入,清入,4,
21078,蝍,資悉,zit4,蝍飛蟲又音即,21,精,全清,z,3302,7,質開,it,入,清入,4,
21079,楖,資悉,zit4,楖栗木名,21,精,全清,z,3302,8,質開,it,入,清入,4,
